target,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,0.0,0.21565969616964414,0.25524288817673435,0.20083351255979506
tenant-dsk,0.18048210992352004,0.0,0.1783095056882034,0.12375019095766246
tenant-mem,0.2635879247280551,0.2310761433321949,0.0,0.20851056683293026
tenant-ntk,0.13569553551130836,0.1203038446916743,0.13627871059377866,0.0
