target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.31668727184259426,0.3074721337079112,0.19844559791488428,0.23065446585666766
tenant-dsk,0.32405676077650614,0.0,0.3264403690731779,0.240602205752324,0.2372069506270473
tenant-mem,0.3009011819908822,0.3241540615731202,0.0,0.206396781907216,0.2409559220175418
tenant-nsy,0.09532221791918372,0.11208513071884472,0.10829181293689548,0.0,0.06858093236938945
tenant-ntk,0.14200873184571744,0.1427506326899579,0.13503559195395068,0.10118187056174956,0.0
