tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,-0.0198895530777857,0.038363540877741,0.042374687654228,0.0287857473445613
tenant-dsk,-0.0198895530777857,1.0,-0.0223067097304779,-0.0332531415895908,-0.074466485127403
tenant-mem,0.038363540877741,-0.0223067097304779,1.0,0.0463080703353494,0.0067216984762916
tenant-nsy,0.042374687654228,-0.0332531415895908,0.0463080703353494,1.0,-0.0190861272669807
tenant-ntk,0.0287857473445613,-0.074466485127403,0.0067216984762916,-0.0190861272669807,1.0
