tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,0.1800482543275978,0.1978286775439574,0.2068063825923874,0.0195870727312561
tenant-dsk,0.1800482543275978,1.0,0.1824822469042066,0.2199630220153134,0.0408438025246071
tenant-mem,0.1978286775439574,0.1824822469042066,1.0,0.1626077590527675,0.0353312241726219
tenant-nsy,0.2068063825923874,0.2199630220153134,0.1626077590527675,1.0,0.0368225956173707
tenant-ntk,0.0195870727312561,0.0408438025246071,0.0353312241726219,0.0368225956173707,1.0
