target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.3558248106985862,0.39514015751499376,0.07108954966012818,0.3602679733594407
tenant-dsk,0.3406729337779977,0.0,0.35966467335754015,0.06172678412830693,0.35753103790058216
tenant-mem,0.3939182311144148,0.38415898586076813,0.0,0.07212857887844239,0.4087591312392205
tenant-nsy,0.020466951828583026,0.018545561788961724,0.0181759032673771,0.0,0.013591104078096012
tenant-ntk,0.3516107963772005,0.32832513424219023,0.38387622439693053,0.06325568037605439,0.0
