tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,0.1686967166982615,0.5731185971028169,-0.448721744016876,0.2781839174389335
tenant-dsk,0.1686967166982615,1.0,0.1911801154544411,-0.0421710143319846,0.356815066305937
tenant-mem,0.5731185971028169,0.1911801154544411,1.0,-0.436659334333521,0.3005071912241734
tenant-nsy,-0.448721744016876,-0.0421710143319846,-0.436659334333521,1.0,0.0840655926899374
tenant-ntk,0.2781839174389335,0.356815066305937,0.3005071912241734,0.0840655926899374,1.0
