tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,0.2407359274685237,0.3071605509313024,0.2234123232789873,0.1458877774793644
tenant-dsk,0.2407359274685237,1.0,0.2509309099747676,0.2555560747315078,0.1471204674368479
tenant-mem,0.3071605509313024,0.2509309099747676,1.0,0.2409939908223615,0.1413223738962964
tenant-nsy,0.2234123232789873,0.2555560747315078,0.2409939908223615,1.0,0.1475071169596136
tenant-ntk,0.1458877774793644,0.1471204674368479,0.1413223738962964,0.1475071169596136,1.0
