target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.3062446371901351,0.29452433534594114,0.06824859543494166,0.2956010175120136
tenant-dsk,0.3022714300141598,0.0,0.3105946958738329,0.07246272589105329,0.2918588944392864
tenant-mem,0.3057367316866292,0.3053909691263952,0.0,0.06713450999919601,0.2834768804207592
tenant-nsy,0.010057659686815875,0.010379655577996062,0.00871761058232285,0.0,0.007783706970554387
tenant-ntk,0.27413761305582396,0.2788020461519167,0.2784864248101603,0.04793945827674799,0.0
