target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.35079296408186783,0.3348229880838232,0.35408748062268025,0.3656380401657837
tenant-dsk,0.34739639761747254,0.0,0.3748619864544903,0.3169394506599341,0.3504150875055513
tenant-mem,0.34674015839778394,0.3413079224262392,0.0,0.31211155255283823,0.34179801769947643
tenant-nsy,0.3892952426306605,0.3757573141029717,0.37622735977356986,0.0,0.3691827951077179
tenant-ntk,0.34419301218550175,0.3397025569756035,0.3633247162428021,0.37885987040026514,0.0
