target,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,0.0,0.2047923855625937,0.16356424737162073,0.18546922890823075
tenant-dsk,0.23452460341877412,0.0,0.23678045351070842,0.24397580598660334
tenant-mem,0.1503318777468788,0.1942328964807392,0.0,0.17891002535008277
tenant-ntk,0.2109966947326112,0.23271559763645894,0.18995656208643208,0.0
