tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,0.2954223559627874,0.2662827424694493,-0.1384862554493594,0.0568363929462754
tenant-dsk,0.2954223559627874,1.0,0.280766082443315,-0.0920859553465403,0.094731598905055
tenant-mem,0.2662827424694493,0.280766082443315,1.0,-0.1491951407352182,0.0494634405373606
tenant-nsy,-0.1384862554493594,-0.0920859553465403,-0.1491951407352182,1.0,-0.0532834076226444
tenant-ntk,0.0568363929462754,0.094731598905055,0.0494634405373606,-0.0532834076226444,1.0
