target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.2890858362559946,0.3088914972754454,0.2691074263543323,0.301979358080219
tenant-dsk,0.26336521998756185,0.0,0.2987354073802516,0.26636631669808886,0.28689717782975366
tenant-mem,0.31262149803723077,0.29497065303713954,0.0,0.28338097348283764,0.3244947789836917
tenant-nsy,0.27778717453796964,0.27712654953173366,0.2833034785803398,0.0,0.27861453804725356
tenant-ntk,0.30248239239176455,0.28704190364088655,0.30011371359827205,0.2709729553051067,0.0
