tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,0.2571006319860461,0.3454650060816018,0.0848791688241785
tenant-dsk,0.2571006319860461,1.0,0.2395393459594961,-0.0947859718184768
tenant-mem,0.3454650060816018,0.2395393459594961,1.0,0.1597169013614325
tenant-ntk,0.0848791688241785,-0.0947859718184768,0.1597169013614325,1.0
