metric_name,metric_pretty,phase,value,proportion
cpu_usage,CPU Usage,1-Baseline,0.534339164660437,0.00020458265139116204
cpu_usage,CPU Usage,1-Baseline,0.547942446311399,0.0004091653027823241
cpu_usage,CPU Usage,1-Baseline,0.631415933438383,0.0006137479541734861
cpu_usage,CPU Usage,1-Baseline,0.6405797965972131,0.0008183306055646482
cpu_usage,CPU Usage,1-Baseline,0.6408103917195979,0.0010229132569558102
cpu_usage,CPU Usage,1-Baseline,0.6474261393979207,0.0012274959083469722
cpu_usage,CPU Usage,1-Baseline,0.6492069344475286,0.0014320785597381341
cpu_usage,CPU Usage,1-Baseline,0.6502964636725443,0.0016366612111292963
cpu_usage,CPU Usage,1-Baseline,0.6509349152248679,0.0018412438625204583
cpu_usage,CPU Usage,1-Baseline,0.6526313415856307,0.0020458265139116204
cpu_usage,CPU Usage,1-Baseline,0.6533735763039286,0.0022504091653027824
cpu_usage,CPU Usage,1-Baseline,0.6597281697288311,0.0024549918166939444
cpu_usage,CPU Usage,1-Baseline,0.6660427738493842,0.0026595744680851063
cpu_usage,CPU Usage,1-Baseline,0.6679364116162237,0.0028641571194762683
cpu_usage,CPU Usage,1-Baseline,0.6704163489990519,0.0030687397708674302
cpu_usage,CPU Usage,1-Baseline,0.6791359599170389,0.0032733224222585926
cpu_usage,CPU Usage,1-Baseline,0.6825867271545354,0.0034779050736497546
cpu_usage,CPU Usage,1-Baseline,0.6860872590155597,0.0036824877250409165
cpu_usage,CPU Usage,1-Baseline,0.6866903308658004,0.0038870703764320785
cpu_usage,CPU Usage,1-Baseline,0.6880900926740017,0.004091653027823241
cpu_usage,CPU Usage,1-Baseline,0.6923602090525632,0.004296235679214402
cpu_usage,CPU Usage,1-Baseline,0.6931836698792502,0.004500818330605565
cpu_usage,CPU Usage,1-Baseline,0.697717636810322,0.004705400981996726
cpu_usage,CPU Usage,1-Baseline,0.6987718627505946,0.004909983633387889
cpu_usage,CPU Usage,1-Baseline,0.6999887254003019,0.005114566284779051
cpu_usage,CPU Usage,1-Baseline,0.7018669788374382,0.005319148936170213
cpu_usage,CPU Usage,1-Baseline,0.7080552855725099,0.005523731587561375
cpu_usage,CPU Usage,1-Baseline,0.7108102900912837,0.0057283142389525366
cpu_usage,CPU Usage,1-Baseline,0.7108651450586687,0.005932896890343699
cpu_usage,CPU Usage,1-Baseline,0.7112642900121549,0.0061374795417348605
cpu_usage,CPU Usage,1-Baseline,0.7122991410944325,0.006342062193126023
cpu_usage,CPU Usage,1-Baseline,0.7136836043544396,0.006546644844517185
cpu_usage,CPU Usage,1-Baseline,0.7139415739883084,0.006751227495908347
cpu_usage,CPU Usage,1-Baseline,0.7163797708330711,0.006955810147299509
cpu_usage,CPU Usage,1-Baseline,0.7179520239371766,0.007160392798690671
cpu_usage,CPU Usage,1-Baseline,0.7245058393481855,0.007364975450081833
cpu_usage,CPU Usage,1-Baseline,0.7247375690953678,0.0075695581014729955
cpu_usage,CPU Usage,1-Baseline,0.7307930315328168,0.007774140752864157
cpu_usage,CPU Usage,1-Baseline,0.7323133485035048,0.007978723404255319
cpu_usage,CPU Usage,1-Baseline,0.7324599040890744,0.008183306055646482
cpu_usage,CPU Usage,1-Baseline,0.7327444620165643,0.008387888707037643
cpu_usage,CPU Usage,1-Baseline,0.7365290094337555,0.008592471358428805
cpu_usage,CPU Usage,1-Baseline,0.7371181458031236,0.008797054009819968
cpu_usage,CPU Usage,1-Baseline,0.740594587988792,0.00900163666121113
cpu_usage,CPU Usage,1-Baseline,0.7435337716784655,0.009206219312602291
cpu_usage,CPU Usage,1-Baseline,0.7439588679338579,0.009410801963993453
cpu_usage,CPU Usage,1-Baseline,0.746199614292054,0.009615384615384616
cpu_usage,CPU Usage,1-Baseline,0.7463327411538004,0.009819967266775777
cpu_usage,CPU Usage,1-Baseline,0.7495541037789847,0.010024549918166939
cpu_usage,CPU Usage,1-Baseline,0.7496939859824245,0.010229132569558102
cpu_usage,CPU Usage,1-Baseline,0.7504288742006802,0.010433715220949264
cpu_usage,CPU Usage,1-Baseline,0.7519474255274335,0.010638297872340425
cpu_usage,CPU Usage,1-Baseline,0.7520176858929613,0.010842880523731587
cpu_usage,CPU Usage,1-Baseline,0.7524270459683973,0.01104746317512275
cpu_usage,CPU Usage,1-Baseline,0.752812447274622,0.011252045826513912
cpu_usage,CPU Usage,1-Baseline,0.7529749217438793,0.011456628477905073
cpu_usage,CPU Usage,1-Baseline,0.7537539411821887,0.011661211129296236
cpu_usage,CPU Usage,1-Baseline,0.7540536355981385,0.011865793780687398
cpu_usage,CPU Usage,1-Baseline,0.7545283738788874,0.01207037643207856
cpu_usage,CPU Usage,1-Baseline,0.7580295094411853,0.012274959083469721
cpu_usage,CPU Usage,1-Baseline,0.7606465133688797,0.012479541734860884
cpu_usage,CPU Usage,1-Baseline,0.7619294141012265,0.012684124386252046
cpu_usage,CPU Usage,1-Baseline,0.7620129733911758,0.012888707037643207
cpu_usage,CPU Usage,1-Baseline,0.762783395059163,0.01309328968903437
cpu_usage,CPU Usage,1-Baseline,0.7638158946306544,0.013297872340425532
cpu_usage,CPU Usage,1-Baseline,0.7643902406505579,0.013502454991816694
cpu_usage,CPU Usage,1-Baseline,0.7661057647468168,0.013707037643207857
cpu_usage,CPU Usage,1-Baseline,0.7667143979466812,0.013911620294599018
cpu_usage,CPU Usage,1-Baseline,0.7699621643696347,0.01411620294599018
cpu_usage,CPU Usage,1-Baseline,0.7713004785579927,0.014320785597381341
cpu_usage,CPU Usage,1-Baseline,0.7715978615298728,0.014525368248772505
cpu_usage,CPU Usage,1-Baseline,0.7724084344450239,0.014729950900163666
cpu_usage,CPU Usage,1-Baseline,0.7744588749751056,0.014934533551554828
cpu_usage,CPU Usage,1-Baseline,0.7757123905401486,0.015139116202945991
cpu_usage,CPU Usage,1-Baseline,0.777808281590493,0.015343698854337152
cpu_usage,CPU Usage,1-Baseline,0.7779080484562598,0.015548281505728314
cpu_usage,CPU Usage,1-Baseline,0.7801723391711803,0.015752864157119476
cpu_usage,CPU Usage,1-Baseline,0.7805953065428417,0.015957446808510637
cpu_usage,CPU Usage,1-Baseline,0.7806099049799666,0.016162029459901802
cpu_usage,CPU Usage,1-Baseline,0.7806899169950295,0.016366612111292964
cpu_usage,CPU Usage,1-Baseline,0.7818740955072796,0.016571194762684125
cpu_usage,CPU Usage,1-Baseline,0.7820508712614543,0.016775777414075287
cpu_usage,CPU Usage,1-Baseline,0.7824879081000505,0.016980360065466448
cpu_usage,CPU Usage,1-Baseline,0.783643247625883,0.01718494271685761
cpu_usage,CPU Usage,1-Baseline,0.7839435972522926,0.01738952536824877
cpu_usage,CPU Usage,1-Baseline,0.7856119692968379,0.017594108019639936
cpu_usage,CPU Usage,1-Baseline,0.7859539050423376,0.017798690671031098
cpu_usage,CPU Usage,1-Baseline,0.7864611717382858,0.01800327332242226
cpu_usage,CPU Usage,1-Baseline,0.7878155897283158,0.01820785597381342
cpu_usage,CPU Usage,1-Baseline,0.7885289200066584,0.018412438625204582
cpu_usage,CPU Usage,1-Baseline,0.7889418331946936,0.018617021276595744
cpu_usage,CPU Usage,1-Baseline,0.7893574627537686,0.018821603927986905
cpu_usage,CPU Usage,1-Baseline,0.7912349573087742,0.01902618657937807
cpu_usage,CPU Usage,1-Baseline,0.7933006767290041,0.019230769230769232
cpu_usage,CPU Usage,1-Baseline,0.7934411821488832,0.019435351882160393
cpu_usage,CPU Usage,1-Baseline,0.7935200016436254,0.019639934533551555
cpu_usage,CPU Usage,1-Baseline,0.793896782314705,0.019844517184942716
cpu_usage,CPU Usage,1-Baseline,0.7957053441285407,0.020049099836333878
cpu_usage,CPU Usage,1-Baseline,0.7958096870483142,0.02025368248772504
cpu_usage,CPU Usage,1-Baseline,0.7963147523783113,0.020458265139116204
cpu_usage,CPU Usage,1-Baseline,0.7967885046151592,0.020662847790507366
cpu_usage,CPU Usage,1-Baseline,0.7983909536876422,0.020867430441898527
cpu_usage,CPU Usage,1-Baseline,0.7992024443181476,0.02107201309328969
cpu_usage,CPU Usage,1-Baseline,0.8002594577450599,0.02127659574468085
cpu_usage,CPU Usage,1-Baseline,0.8005971984004112,0.021481178396072012
cpu_usage,CPU Usage,1-Baseline,0.8008913067159136,0.021685761047463174
cpu_usage,CPU Usage,1-Baseline,0.801137247732585,0.02189034369885434
cpu_usage,CPU Usage,1-Baseline,0.802428709183466,0.0220949263502455
cpu_usage,CPU Usage,1-Baseline,0.8039641397309257,0.02229950900163666
cpu_usage,CPU Usage,1-Baseline,0.8039771781328662,0.022504091653027823
cpu_usage,CPU Usage,1-Baseline,0.8050120315890964,0.022708674304418985
cpu_usage,CPU Usage,1-Baseline,0.8055581297191058,0.022913256955810146
cpu_usage,CPU Usage,1-Baseline,0.8056323592860682,0.023117839607201308
cpu_usage,CPU Usage,1-Baseline,0.8059740638596066,0.023322422258592473
cpu_usage,CPU Usage,1-Baseline,0.8059763964614256,0.023527004909983634
cpu_usage,CPU Usage,1-Baseline,0.8063275722470448,0.023731587561374796
cpu_usage,CPU Usage,1-Baseline,0.8063307352941442,0.023936170212765957
cpu_usage,CPU Usage,1-Baseline,0.8073905900380566,0.02414075286415712
cpu_usage,CPU Usage,1-Baseline,0.8076899233806345,0.02434533551554828
cpu_usage,CPU Usage,1-Baseline,0.8080790687432976,0.024549918166939442
cpu_usage,CPU Usage,1-Baseline,0.8087464471548862,0.024754500818330607
cpu_usage,CPU Usage,1-Baseline,0.8100626985710236,0.02495908346972177
cpu_usage,CPU Usage,1-Baseline,0.8110921108849406,0.02516366612111293
cpu_usage,CPU Usage,1-Baseline,0.8111265726867954,0.02536824877250409
cpu_usage,CPU Usage,1-Baseline,0.8113137401475333,0.025572831423895253
cpu_usage,CPU Usage,1-Baseline,0.8113799671772418,0.025777414075286414
cpu_usage,CPU Usage,1-Baseline,0.8124977429113039,0.025981996726677576
cpu_usage,CPU Usage,1-Baseline,0.8127296019017156,0.02618657937806874
cpu_usage,CPU Usage,1-Baseline,0.8130587037902565,0.026391162029459903
cpu_usage,CPU Usage,1-Baseline,0.8138498360966879,0.026595744680851064
cpu_usage,CPU Usage,1-Baseline,0.8151217848985861,0.026800327332242226
cpu_usage,CPU Usage,1-Baseline,0.8151261627918088,0.027004909983633387
cpu_usage,CPU Usage,1-Baseline,0.8152485685807732,0.02720949263502455
cpu_usage,CPU Usage,1-Baseline,0.8166581157478574,0.027414075286415714
cpu_usage,CPU Usage,1-Baseline,0.8171063958043555,0.027618657937806875
cpu_usage,CPU Usage,1-Baseline,0.81785890251365,0.027823240589198037
cpu_usage,CPU Usage,1-Baseline,0.8180946020824391,0.028027823240589198
cpu_usage,CPU Usage,1-Baseline,0.8183905779809161,0.02823240589198036
cpu_usage,CPU Usage,1-Baseline,0.8191110148673815,0.02843698854337152
cpu_usage,CPU Usage,1-Baseline,0.8206987999505381,0.028641571194762683
cpu_usage,CPU Usage,1-Baseline,0.8207129088305422,0.028846153846153848
cpu_usage,CPU Usage,1-Baseline,0.8212036766941944,0.02905073649754501
cpu_usage,CPU Usage,1-Baseline,0.8212713808282738,0.02925531914893617
cpu_usage,CPU Usage,1-Baseline,0.8224001219887108,0.029459901800327332
cpu_usage,CPU Usage,1-Baseline,0.8232550902003287,0.029664484451718494
cpu_usage,CPU Usage,1-Baseline,0.8233053908288449,0.029869067103109655
cpu_usage,CPU Usage,1-Baseline,0.8234907730167529,0.030073649754500817
cpu_usage,CPU Usage,1-Baseline,0.8244227487463581,0.030278232405891982
cpu_usage,CPU Usage,1-Baseline,0.8253052542057244,0.030482815057283143
cpu_usage,CPU Usage,1-Baseline,0.8256664284753209,0.030687397708674305
cpu_usage,CPU Usage,1-Baseline,0.8266491354415385,0.030891980360065466
cpu_usage,CPU Usage,1-Baseline,0.8272506999181428,0.031096563011456628
cpu_usage,CPU Usage,1-Baseline,0.8281859892007924,0.03130114566284779
cpu_usage,CPU Usage,1-Baseline,0.8287414285769101,0.03150572831423895
