tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,0.1877992485954094,0.3752102869997543,0.1035410958805904
tenant-dsk,0.1877992485954094,1.0,0.2135122369922416,0.1617531922985428
tenant-mem,0.3752102869997543,0.2135122369922416,1.0,0.05852734092029
tenant-ntk,0.1035410958805904,0.1617531922985428,0.05852734092029,1.0
