metric_name,metric_pretty,phase,value,proportion
network_receive,Network RX,1-Baseline,3333.1003465003478,0.00020149103364900262
network_receive,Network RX,1-Baseline,4382.712263730669,0.00040298206729800525
network_receive,Network RX,1-Baseline,4391.395955750758,0.0006044731009470078
network_receive,Network RX,1-Baseline,4449.800144221455,0.0008059641345960105
network_receive,Network RX,1-Baseline,4478.808440988121,0.0010074551682450132
network_receive,Network RX,1-Baseline,4745.304699306,0.0012089462018940156
network_receive,Network RX,1-Baseline,4816.87203707282,0.0014104372355430183
network_receive,Network RX,1-Baseline,4851.060307814167,0.001611928269192021
network_receive,Network RX,1-Baseline,4884.840515626717,0.0018134193028410237
network_receive,Network RX,1-Baseline,5059.159009474167,0.0020149103364900263
network_receive,Network RX,1-Baseline,5120.12400925731,0.002216401370139029
network_receive,Network RX,1-Baseline,5144.326181465077,0.0024178924037880313
network_receive,Network RX,1-Baseline,5164.220087759229,0.002619383437437034
network_receive,Network RX,1-Baseline,5227.845470535511,0.0028208744710860366
network_receive,Network RX,1-Baseline,5307.899325822454,0.0030223655047350393
network_receive,Network RX,1-Baseline,5387.50350302985,0.003223856538384042
network_receive,Network RX,1-Baseline,5390.234038963615,0.0034253475720330447
network_receive,Network RX,1-Baseline,5392.876600595571,0.0036268386056820473
network_receive,Network RX,1-Baseline,5396.967214296413,0.0038283296393310496
network_receive,Network RX,1-Baseline,5400.159310441095,0.004029820672980053
network_receive,Network RX,1-Baseline,5410.805455362493,0.004231311706629055
network_receive,Network RX,1-Baseline,5412.482262651841,0.004432802740278058
network_receive,Network RX,1-Baseline,5424.679333293541,0.00463429377392706
network_receive,Network RX,1-Baseline,5429.775004139302,0.0048357848075760625
network_receive,Network RX,1-Baseline,5440.839793818995,0.005037275841225065
network_receive,Network RX,1-Baseline,5455.958743462232,0.005238766874874068
network_receive,Network RX,1-Baseline,5462.997673989294,0.005440257908523071
network_receive,Network RX,1-Baseline,5463.571364781491,0.005641748942172073
network_receive,Network RX,1-Baseline,5475.625498097157,0.005843239975821076
network_receive,Network RX,1-Baseline,5481.938279178164,0.006044731009470079
network_receive,Network RX,1-Baseline,5494.266072143671,0.006246222043119081
network_receive,Network RX,1-Baseline,5505.125399049725,0.006447713076768084
network_receive,Network RX,1-Baseline,5517.477518399349,0.006649204110417087
network_receive,Network RX,1-Baseline,5549.967517709397,0.006850695144066089
network_receive,Network RX,1-Baseline,5554.928744608548,0.007052186177715092
network_receive,Network RX,1-Baseline,5609.48517833578,0.007253677211364095
network_receive,Network RX,1-Baseline,5621.532307830368,0.007455168245013097
network_receive,Network RX,1-Baseline,5657.695711265397,0.007656659278662099
network_receive,Network RX,1-Baseline,5682.025210811492,0.007858150312311102
network_receive,Network RX,1-Baseline,5731.160340415371,0.008059641345960105
network_receive,Network RX,1-Baseline,5733.673374181744,0.008261132379609107
network_receive,Network RX,1-Baseline,5734.546571396926,0.00846262341325811
network_receive,Network RX,1-Baseline,5751.074340460854,0.008664114446907113
network_receive,Network RX,1-Baseline,5771.468378451313,0.008865605480556116
network_receive,Network RX,1-Baseline,5824.513032738011,0.009067096514205118
network_receive,Network RX,1-Baseline,5837.986194225141,0.00926858754785412
network_receive,Network RX,1-Baseline,5842.217576456947,0.009470078581503123
network_receive,Network RX,1-Baseline,5845.361673351505,0.009671569615152125
network_receive,Network RX,1-Baseline,5851.579321913551,0.009873060648801129
network_receive,Network RX,1-Baseline,5861.158627047841,0.01007455168245013
network_receive,Network RX,1-Baseline,5869.089984415255,0.010276042716099134
network_receive,Network RX,1-Baseline,5884.978370007142,0.010477533749748136
network_receive,Network RX,1-Baseline,5894.039833832712,0.01067902478339714
network_receive,Network RX,1-Baseline,5905.034112253109,0.010880515817046141
network_receive,Network RX,1-Baseline,5908.420703092251,0.011082006850695145
network_receive,Network RX,1-Baseline,5923.850033524827,0.011283497884344146
network_receive,Network RX,1-Baseline,5924.003123492523,0.01148498891799315
network_receive,Network RX,1-Baseline,5925.92644212521,0.011686479951642152
network_receive,Network RX,1-Baseline,5926.795523211311,0.011887970985291155
network_receive,Network RX,1-Baseline,5927.766047257415,0.012089462018940157
network_receive,Network RX,1-Baseline,5928.514656637967,0.012290953052589159
network_receive,Network RX,1-Baseline,5928.926129012839,0.012492444086238163
network_receive,Network RX,1-Baseline,5933.940145449693,0.012693935119887164
network_receive,Network RX,1-Baseline,5937.565659694013,0.012895426153536168
network_receive,Network RX,1-Baseline,5939.344477823902,0.01309691718718517
network_receive,Network RX,1-Baseline,5943.461004603823,0.013298408220834173
network_receive,Network RX,1-Baseline,5951.83228399052,0.013499899254483175
network_receive,Network RX,1-Baseline,5952.81164923781,0.013701390288132179
network_receive,Network RX,1-Baseline,5958.384513242278,0.01390288132178118
network_receive,Network RX,1-Baseline,5969.359324559226,0.014104372355430184
network_receive,Network RX,1-Baseline,5969.713959907032,0.014305863389079186
network_receive,Network RX,1-Baseline,6022.337811266798,0.01450735442272819
network_receive,Network RX,1-Baseline,6035.396843995895,0.014708845456377191
network_receive,Network RX,1-Baseline,6035.743715218126,0.014910336490026195
network_receive,Network RX,1-Baseline,6036.146215557511,0.015111827523675197
network_receive,Network RX,1-Baseline,6036.981903765691,0.015313318557324198
network_receive,Network RX,1-Baseline,6037.278746151215,0.015514809590973202
network_receive,Network RX,1-Baseline,6052.945288445128,0.015716300624622204
network_receive,Network RX,1-Baseline,6053.129523140798,0.015917791658271205
network_receive,Network RX,1-Baseline,6057.190330744394,0.01611928269192021
network_receive,Network RX,1-Baseline,6057.947819971409,0.016320773725569213
network_receive,Network RX,1-Baseline,6066.481626323153,0.016522264759218214
network_receive,Network RX,1-Baseline,6081.313833818442,0.016723755792867216
network_receive,Network RX,1-Baseline,6083.726971869873,0.01692524682651622
network_receive,Network RX,1-Baseline,6087.698376697477,0.017126737860165223
network_receive,Network RX,1-Baseline,6094.595640505568,0.017328228893814225
network_receive,Network RX,1-Baseline,6117.111022224419,0.017529719927463227
network_receive,Network RX,1-Baseline,6145.974736145641,0.017731210961112232
network_receive,Network RX,1-Baseline,6158.390225060759,0.017932701994761234
network_receive,Network RX,1-Baseline,6159.792565838216,0.018134193028410236
network_receive,Network RX,1-Baseline,6189.947131722655,0.018335684062059238
network_receive,Network RX,1-Baseline,6195.790967619453,0.01853717509570824
network_receive,Network RX,1-Baseline,6196.07483087785,0.018738666129357245
network_receive,Network RX,1-Baseline,6196.244735520589,0.018940157163006247
network_receive,Network RX,1-Baseline,6196.403491450234,0.01914164819665525
network_receive,Network RX,1-Baseline,6247.820566122021,0.01934313923030425
