target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.308025169628608,0.33191486560803146,0.2813647042783254,0.3277035401684525
tenant-dsk,0.29366966017157636,0.0,0.2867467008309602,0.24199929879883417,0.2792785901644872
tenant-mem,0.3268682668592259,0.2997585037582874,0.0,0.2787674015226792,0.3234191621087297
tenant-nsy,0.20469896209440674,0.18241313296314368,0.20532067325098002,0.0,0.17870172223771735
tenant-ntk,0.31155344104136373,0.29777935234939856,0.33002050528511084,0.24926121968022444,0.0
