target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.3524263332813824,0.38572114044176586,0.1023852282293618,0.24170001597173216
tenant-dsk,0.36443850237811465,0.0,0.36517499691669253,0.08511338757077785,0.2445686636955026
tenant-mem,0.38665638369916516,0.3821641721656718,0.0,0.0865519793841015,0.23639827254122775
tenant-nsy,0.03525859986030257,0.03919049545383065,0.029441775175656288,0.0,0.0141948429105382
tenant-ntk,0.1527909185757947,0.14198597957741105,0.13774127604247255,0.04171083735690599,0.0
