target,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,0.0,0.15764338813065384,0.23417067509145953,0.20077436471550208
tenant-dsk,0.11404063623468325,0.0,0.117818970083054,0.09388716796614913
tenant-mem,0.2360816506526515,0.17886290208980407,0.0,0.19580057945528745
tenant-ntk,0.17042809767622968,0.1271066066325602,0.15748275542390028,0.0
