metric_name,tenant_id,experimental_phase,mean,std,cv,rounds_count,rounds
cpu_usage,tenant-cpu,1 - Baseline,0.42685166952726156,0.011239728921271397,0.02633169722334553,3,"round-1,round-2,round-3"
cpu_usage,tenant-cpu,2 - CPU Noise,0.0009292594477552075,5.933274731701414e-06,0.006384949591886638,3,"round-1,round-2,round-3"
cpu_usage,tenant-cpu,3 - Memory Noise,0.0009500781331327661,4.24986135534319e-05,0.04473170371082843,3,"round-1,round-2,round-3"
cpu_usage,tenant-cpu,4 - Network Noise,0.0011696327141517903,4.187135410828218e-05,0.03579872006114928,3,"round-1,round-2,round-3"
cpu_usage,tenant-cpu,5 - Disk Noise,0.0011646435127563705,6.815917986113716e-05,0.05852364188233386,3,"round-1,round-2,round-3"
cpu_usage,tenant-cpu,6 - Combined Noise,0.0010285992230609023,1.5068332915500996e-05,0.014649372250798225,3,"round-1,round-2,round-3"
cpu_usage,tenant-cpu,7 - Recovery,0.0009889443014329828,7.424459277983895e-06,0.007507459487077113,3,"round-1,round-2,round-3"
cpu_usage,tenant-mem,1 - Baseline,0.010554916754642311,0.00012362887808056093,0.011712918344541743,3,"round-1,round-2,round-3"
cpu_usage,tenant-mem,2 - CPU Noise,0.010913817048361337,0.00036344136742425513,0.03330103169347376,3,"round-1,round-2,round-3"
cpu_usage,tenant-mem,3 - Memory Noise,0.01082375155051063,0.000339007139734709,0.03132066900766174,3,"round-1,round-2,round-3"
cpu_usage,tenant-mem,4 - Network Noise,0.011616684198220104,0.00018168588268054718,0.01564008107480316,3,"round-1,round-2,round-3"
cpu_usage,tenant-mem,5 - Disk Noise,0.011877586581135491,0.00017247174037729893,0.014520773155316434,3,"round-1,round-2,round-3"
cpu_usage,tenant-mem,6 - Combined Noise,0.011321232147418198,0.00022281760944894933,0.0196813921442078,3,"round-1,round-2,round-3"
cpu_usage,tenant-mem,7 - Recovery,0.011055625659286368,8.43911791283901e-05,0.007633324583263565,3,"round-1,round-2,round-3"
cpu_usage,tenant-dsk,1 - Baseline,0.02057095886088096,0.00024135871325100614,0.011732983128462191,3,"round-1,round-2,round-3"
cpu_usage,tenant-dsk,2 - CPU Noise,0.020503542092459665,0.00045384414032373084,0.022134913971310132,3,"round-1,round-2,round-3"
cpu_usage,tenant-dsk,3 - Memory Noise,0.020298401179895776,9.072932932396314e-05,0.004469777127758443,3,"round-1,round-2,round-3"
cpu_usage,tenant-dsk,4 - Network Noise,0.021638977612178877,0.0005217361500651007,0.024110942735642765,3,"round-1,round-2,round-3"
cpu_usage,tenant-dsk,5 - Disk Noise,0.022884161742301862,0.00039094756866908306,0.017083761820578646,3,"round-1,round-2,round-3"
cpu_usage,tenant-dsk,6 - Combined Noise,0.02218296468836257,0.00036812403044001943,0.0165948977339869,3,"round-1,round-2,round-3"
cpu_usage,tenant-dsk,7 - Recovery,0.021286563618133744,0.00011379908692568743,0.00534605251308593,3,"round-1,round-2,round-3"
cpu_usage,tenant-ntk,1 - Baseline,0.0011977981223825255,3.2111862904419446e-05,0.026809077677084795,3,"round-1,round-2,round-3"
cpu_usage,tenant-ntk,2 - CPU Noise,0.0011319938890100145,1.8075929964392998e-05,0.0159682222138154,3,"round-1,round-2,round-3"
cpu_usage,tenant-ntk,3 - Memory Noise,0.0010784325060065603,2.668691534390509e-05,0.02474602276476888,3,"round-1,round-2,round-3"
