metric_name,tenant_id,experimental_phase,mean,std,cv,rounds_count,rounds
cpu_usage,tenant-ntk,4 - Network Noise,0.0011835613319306033,3.97770211558192e-05,0.03360790867587374,3,"round-1,round-2,round-3"
cpu_usage,tenant-ntk,5 - Disk Noise,0.0012025177833337728,4.292484612982225e-05,0.035695809845589586,3,"round-1,round-2,round-3"
cpu_usage,tenant-ntk,6 - Combined Noise,0.0011413141277509472,2.1440066739929306e-05,0.01878542131269216,3,"round-1,round-2,round-3"
cpu_usage,tenant-ntk,7 - Recovery,0.0011689856891723162,8.556256451258772e-06,0.007319385113531123,3,"round-1,round-2,round-3"
cpu_usage,tenant-nsy,2 - CPU Noise,3.671392848466541,0.03510910889648898,0.009562885353212276,3,"round-1,round-2,round-3"
cpu_usage,tenant-nsy,3 - Memory Noise,5.559981857986565,0.03211854619375904,0.005776735790535497,3,"round-1,round-2,round-3"
cpu_usage,tenant-nsy,4 - Network Noise,7.421026542125112,0.018515500718288103,0.00249500532213242,3,"round-1,round-2,round-3"
cpu_usage,tenant-nsy,5 - Disk Noise,8.898242230746858,0.11471836823859065,0.012892250543842744,3,"round-1,round-2,round-3"
cpu_usage,tenant-nsy,6 - Combined Noise,7.911814029857642,0.05008900264271382,0.006330912538349322,3,"round-1,round-2,round-3"
cpu_usage,tenant-nsy,7 - Recovery,5.943436432882085,0.32534306336268887,0.05473989114491527,3,"round-1,round-2,round-3"
memory_usage,tenant-cpu,1 - Baseline,3000704.6378451176,99620.31189656281,0.03319897288128387,3,"round-1,round-2,round-3"
memory_usage,tenant-cpu,2 - CPU Noise,2184489.384543947,9454.287523363599,0.0043279164413689095,3,"round-1,round-2,round-3"
memory_usage,tenant-cpu,3 - Memory Noise,2182647.101558872,20755.206936716088,0.009509190432980428,3,"round-1,round-2,round-3"
memory_usage,tenant-cpu,4 - Network Noise,2178182.30418142,13337.404900521253,0.006123181184108264,3,"round-1,round-2,round-3"
memory_usage,tenant-cpu,5 - Disk Noise,2175596.7304928987,12680.622140650836,0.0058285719788602275,3,"round-1,round-2,round-3"
memory_usage,tenant-cpu,6 - Combined Noise,2170574.222222222,12523.163344305063,0.005769516294855799,3,"round-1,round-2,round-3"
memory_usage,tenant-cpu,7 - Recovery,2181084.8528052806,16068.131848857549,0.007367036558981621,3,"round-1,round-2,round-3"
memory_usage,tenant-mem,1 - Baseline,27121237.160942763,303644.8504037485,0.011195833309589093,3,"round-1,round-2,round-3"
memory_usage,tenant-mem,2 - CPU Noise,28629319.238474295,1184320.5726805006,0.04136740251542268,3,"round-1,round-2,round-3"
memory_usage,tenant-mem,3 - Memory Noise,28557841.457247097,511434.93463738967,0.017908739195258868,3,"round-1,round-2,round-3"
memory_usage,tenant-mem,4 - Network Noise,28780642.42794614,345709.8901938888,0.012011889277989253,3,"round-1,round-2,round-3"
memory_usage,tenant-mem,5 - Disk Noise,28572460.128098022,601943.5638728379,0.021067264112861233,3,"round-1,round-2,round-3"
memory_usage,tenant-mem,6 - Combined Noise,29147255.80919139,787271.3210372025,0.027010135231631028,3,"round-1,round-2,round-3"
memory_usage,tenant-mem,7 - Recovery,28928010.81452145,421582.54037795257,0.014573506041636437,3,"round-1,round-2,round-3"
memory_usage,tenant-dsk,1 - Baseline,59951786.666666664,543934.5962538157,0.009072867157039118,3,"round-1,round-2,round-3"
memory_usage,tenant-dsk,2 - CPU Noise,61348166.89883914,98989.78469947581,0.0016135736355856617,3,"round-1,round-2,round-3"
memory_usage,tenant-dsk,3 - Memory Noise,61452808.72862355,70652.05982009586,0.0011496961860945419,3,"round-1,round-2,round-3"
memory_usage,tenant-dsk,4 - Network Noise,61479662.218510516,163075.58318958312,0.002652512673377762,3,"round-1,round-2,round-3"
memory_usage,tenant-dsk,5 - Disk Noise,61657835.796602614,223471.44180849462,0.0036243802417211674,3,"round-1,round-2,round-3"
memory_usage,tenant-dsk,6 - Combined Noise,61526258.29901105,27363.432808667854,0.00044474397704610103,3,"round-1,round-2,round-3"
memory_usage,tenant-dsk,7 - Recovery,61710379.9339934,52895.678466757854,0.0008571601491246056,3,"round-1,round-2,round-3"
memory_usage,tenant-ntk,1 - Baseline,42948587.31313131,550020.4852765003,0.012806486072903599,3,"round-1,round-2,round-3"
memory_usage,tenant-ntk,2 - CPU Noise,45555862.6961194,982701.313115067,0.021571346802719573,3,"round-1,round-2,round-3"
memory_usage,tenant-ntk,3 - Memory Noise,46724198.70567164,406045.6206220005,0.008690263971775988,3,"round-1,round-2,round-3"
memory_usage,tenant-ntk,4 - Network Noise,46030263.66589723,850619.837698205,0.01847957778109383,3,"round-1,round-2,round-3"
memory_usage,tenant-ntk,5 - Disk Noise,46326906.94083357,1834211.1542748106,0.039592782583507555,3,"round-1,round-2,round-3"
memory_usage,tenant-ntk,6 - Combined Noise,46939235.07155323,1112742.9686141082,0.02370603114681918,3,"round-1,round-2,round-3"
memory_usage,tenant-ntk,7 - Recovery,48056238.21518152,1332524.9815738653,0.02772844964699932,3,"round-1,round-2,round-3"
memory_usage,tenant-nsy,2 - CPU Noise,53202998.201675035,161141.92745659675,0.003028812903471357,3,"round-1,round-2,round-3"
memory_usage,tenant-nsy,3 - Memory Noise,1033739588.0119404,414950742.1181203,0.4014074211050988,3,"round-1,round-2,round-3"
memory_usage,tenant-nsy,4 - Network Noise,1616242541.7229898,51032929.43460371,0.031575044040234354,3,"round-1,round-2,round-3"
memory_usage,tenant-nsy,5 - Disk Noise,1336261889.1548872,36776013.778345205,0.02752156151187102,3,"round-1,round-2,round-3"
memory_usage,tenant-nsy,6 - Combined Noise,1151299814.6829553,396177182.07842356,0.3441129556574477,3,"round-1,round-2,round-3"
memory_usage,tenant-nsy,7 - Recovery,1605337218.0317461,252497102.68771318,0.15728602056413543,3,"round-1,round-2,round-3"
