metric_name,experimental_phase,tenant_id,baseline_phase,mean_effect_size,std_effect_size,ci_lower,ci_upper,mean_eta_squared,std_eta_squared,combined_p_value,coefficient_of_variation,range_ratio,stability_score,is_significant,effect_magnitude,rounds_count,significant_rounds,significance_ratio,reliability_score,reliability_category
cpu_usage,2 - CPU Noise,tenant-cpu,1 - Baseline,-0.8372091277965352,0.0017138139085869654,-0.8389246993701694,-0.8354970769776177,0.13434961298430587,0.00041358256390854053,3.6692870963861424e-13,-0.002047055928663345,-0.00409410537791569,0.9979571259487747,True,large,3,3,1.0,0.9989785629743874,high
cpu_usage,2 - CPU Noise,tenant-dsk,1 - Baseline,-0.02615005294683476,0.1045069114333929,-0.09273805054476959,0.09430026214229086,0.0017601504434526405,0.0002978310495346607,0.7601656351302863,-3.996432116059733,-7.15250225562927,0.20014281726869856,False,negligible,3,0,0.0,0.10007140863434928,low
cpu_usage,2 - CPU Noise,tenant-mem,1 - Baseline,0.3281448576979579,0.27625458135559483,0.09612877150872318,0.63373928092582,0.0325826032870984,0.042825530350564626,0.0003342146919163014,0.8418677753892286,1.6383328789261185,0.5429271380724804,True,small,3,1,0.3333333333333333,0.4381302357029069,medium
cpu_usage,2 - CPU Noise,tenant-ntk,1 - Baseline,-0.5130285925401371,0.215328252393859,-0.6722431087888188,-0.26802995120383094,0.06009021518891785,0.03946076448140388,2.050477954096408e-08,-0.41971978857496656,-0.7878959642066421,0.7043643457303238,True,medium,3,3,1.0,0.852182172865162,high
cpu_usage,3 - Memory Noise,tenant-cpu,1 - Baseline,-0.83670021819044,0.0025274807225895545,-0.8389227910275153,-0.8339508578141756,0.1342752485085653,0.0004991232958154554,3.6781688805831436e-13,-0.0030207721566701904,-0.0059423113622377845,0.9969883254260278,True,large,3,3,1.0,0.9984941627130139,high
cpu_usage,3 - Memory Noise,tenant-dsk,1 - Baseline,-0.1200705347658671,0.0752592661801173,-0.20322131387662498,-0.05662237456008335,0.003994462177056874,0.004439662308096379,0.49348701489829727,-0.6267921295334443,-1.2209401715616899,0.6147066867644576,False,negligible,3,0,0.0,0.3073533433822288,low
cpu_usage,3 - Memory Noise,tenant-mem,1 - Baseline,0.21080180062015583,0.34436558788142957,0.000882105574119283,0.6082303632919176,0.02535949442017299,0.04381997920806591,0.004156336583183595,1.6335988917947746,2.8811341076359227,0.3797085437405044,True,small,3,1,0.3333333333333333,0.35652093853691885,low
cpu_usage,3 - Memory Noise,tenant-ntk,1 - Baseline,-0.9801253751170602,0.1477539971192422,-1.1197721296341652,-0.8254177730028692,0.1761880948065736,0.04336349526128467,0.0,-0.15075009878363302,-0.3003231669174365,0.8689984046553817,True,large,3,3,1.0,0.9344992023276908,high
cpu_usage,4 - Network Noise,tenant-cpu,1 - Baseline,-0.8296451037084832,0.003167106892145068,-0.8328141055745958,-0.8264798951978833,0.13325573640820396,0.0006100024395161593,3.780309398848658e-13,-0.00381742371284808,-0.007634843318424792,0.9961970935922506,True,large,3,3,1.0,0.9980985467961253,high
cpu_usage,4 - Network Noise,tenant-dsk,1 - Baseline,0.439092336845565,0.30553941775828886,0.11059453387371275,0.7147918143105939,0.052219260151261604,0.05002202837530827,1.0835239911966e-06,0.6958432022596455,1.3760141768299317,0.5896771580459436,True,small,3,2,0.6666666666666666,0.6281719123563051,medium
cpu_usage,4 - Network Noise,tenant-mem,1 - Baseline,0.8733314114352523,0.19370102467504688,0.6611990685742651,1.0407978173473387,0.14745655627008003,0.054071733535804446,0.0,0.22179555451545513,0.4346560123713316,0.8184675384553878,True,large,3,3,1.0,0.9092337692276939,high
