metric_name,experimental_phase,tenant_id,baseline_phase,mean_effect_size,std_effect_size,ci_lower,ci_upper,mean_eta_squared,std_eta_squared,combined_p_value,coefficient_of_variation,range_ratio,stability_score,is_significant,effect_magnitude,rounds_count,significant_rounds,significance_ratio,reliability_score,reliability_category
cpu_usage,4 - Network Noise,tenant-ntk,1 - Baseline,-0.09432369499896309,0.4803801186213555,-0.4371011521136348,0.4547458108520644,0.034930774075033186,0.01315688272805732,6.7737155822200634e-06,-5.092889105188641,-9.455174152958103,0.16412575097557747,True,negligible,3,3,1.0,0.5820628754877888,medium
cpu_usage,5 - Disk Noise,tenant-cpu,1 - Baseline,-0.8210578211922096,0.0031627342040088757,-0.8242617089943538,-0.8179379132406207,0.13205582914054637,0.0006256589481699973,3.7780889527994077e-13,-0.003852023721565012,-0.007702010248864917,0.9961627574278484,True,large,3,3,1.0,0.9980813787139242,high
cpu_usage,5 - Disk Noise,tenant-dsk,1 - Baseline,0.9011676211053784,0.21832437715608977,0.7113624171704832,1.1397574600843963,0.1567754352174787,0.06401114980205805,0.0,0.24226833281947213,0.47537775756794365,0.804979064169159,True,large,3,3,1.0,0.9024895320845795,high
cpu_usage,5 - Disk Noise,tenant-mem,1 - Baseline,1.0601792889270445,0.1640992082039418,0.928002719405261,1.2438497406404572,0.20281799640612933,0.050489069901219694,0.0,0.15478439346803177,0.29791849787487307,0.8659625170347293,True,large,3,3,1.0,0.9329812585173647,high
cpu_usage,5 - Disk Noise,tenant-ntk,1 - Baseline,0.050569831701723106,0.5550381079731292,-0.3898972513482934,0.6739892644288523,0.04335399683290204,0.04530674439102832,1.3175171020840537e-07,10.975676392338418,21.03796829011189,0.08350259035387446,True,negligible,3,2,0.6666666666666666,0.3750846285102705,low
cpu_usage,6 - Combined Noise,tenant-cpu,1 - Baseline,-0.8241953932330546,0.00309838146464005,-0.8272990257643581,-0.8211022896699137,0.13253568664491874,0.0005997270871018561,3.714806240395774e-13,-0.003759280250871206,-0.007518527942914671,0.9962547990092488,True,large,3,3,1.0,0.9981273995046245,high
cpu_usage,6 - Combined Noise,tenant-dsk,1 - Baseline,0.6671057617031549,0.1327071121349729,0.5653545113833471,0.8172093562314336,0.0922974125221363,0.033591057604317985,3.6146641235745847e-12,0.1989296446730799,0.377533607572341,0.8340772992335814,True,medium,3,3,1.0,0.9170386496167907,high
cpu_usage,6 - Combined Noise,tenant-mem,1 - Baseline,0.6551391144808784,0.2001150036478201,0.4286732410715624,0.8081328462063079,0.09152799194477845,0.04626779757314281,5.281552972746795e-12,0.3054542145699665,0.5792046250137625,0.7660169072489554,True,medium,3,3,1.0,0.8830084536244778,high
cpu_usage,6 - Combined Noise,tenant-ntk,1 - Baseline,-0.4521244027327149,0.26325723286665825,-0.7554867997842069,-0.2836261682615479,0.051317083947939546,0.05442181530909872,3.2296406415888157e-07,-0.5822672505077979,-1.0436522087077253,0.6320044857650119,True,small,3,2,0.6666666666666666,0.6493355762158393,medium
cpu_usage,7 - Recovery,tenant-cpu,1 - Baseline,-0.6805907822052015,0.001733742677654807,-0.6819626693189145,-0.6786421795562925,0.1047095435687521,0.0004699978660260275,3.695932448977146e-13,-0.0025474084030895306,-0.004878834461823286,0.9974590643976158,True,medium,3,3,1.0,0.9987295321988079,high
cpu_usage,7 - Recovery,tenant-dsk,1 - Baseline,0.2703702363695963,0.0608571195721524,0.20044953918128627,0.31140603401256645,0.018685745036258982,0.00753945188904661,0.009294159387323475,0.22508808805774272,0.41038723907317437,0.8162678339199282,True,small,3,2,0.6666666666666666,0.7414672502932974,high
cpu_usage,7 - Recovery,tenant-mem,1 - Baseline,0.3868363429547413,0.023017713758880842,0.3668127015779216,0.41198439455428487,0.03647876945022269,0.004210975968147151,5.881037776478415e-05,0.059502459316687954,0.11677210220563003,0.9438392437946173,True,small,3,3,1.0,0.9719196218973086,high
cpu_usage,7 - Recovery,tenant-ntk,1 - Baseline,-0.205896451016351,0.28647501241697987,-0.494768795637133,0.07811948030041561,0.02328633013064098,0.030553547375557894,0.0038392398485520562,-1.3913547853927304,-2.782409668110566,0.4181729980462815,True,small,3,1,0.3333333333333333,0.37575316568980743,low
memory_usage,2 - CPU Noise,tenant-cpu,1 - Baseline,-0.744260469399764,0.0623686441576875,-0.7939972177715146,-0.6742862234218245,0.11017945553800346,0.016107159459106138,4.418010401963102e-11,-0.08379948515603276,-0.16084556317526216,0.9226798994613211,True,medium,3,3,1.0,0.9613399497306605,high
memory_usage,2 - CPU Noise,tenant-dsk,1 - Baseline,0.48091452110509003,0.16305528241449113,0.3536212089195175,0.6647041529721147,0.051737552519322626,0.033231498041579856,5.344828037157079e-06,0.3390525244274337,0.6468570409098107,0.7467966952435945,True,small,3,3,1.0,0.8733983476217972,high
memory_usage,2 - CPU Noise,tenant-mem,1 - Baseline,0.6579011302215177,0.31491436950517826,0.3779728971957061,0.9988657402341389,0.09543062479273817,0.07773858362013235,1.2230216839270724e-11,0.4786651900098506,0.9437479501355711,0.6762856167550263,True,medium,3,3,1.0,0.8381428083775131,high
memory_usage,2 - CPU Noise,tenant-ntk,1 - Baseline,1.0152391206297684,0.6000610248798075,0.5492729900056365,1.6923279249423404,0.19274516109374074,0.1731214082394454,2.220446049250313e-16,0.5910538834512016,1.1258972509133114,0.6285142259486968,True,large,3,3,1.0,0.8142571129743483,high
memory_usage,3 - Memory Noise,tenant-cpu,1 - Baseline,-0.7460784422132288,0.05026887692796816,-0.7817169232677589,-0.6885806937919711,0.11062480064528096,0.013011302272468226,4.021460942027488e-11,-0.06737746875361578,-0.1248343662088675,0.936875687630644,True,medium,3,3,1.0,0.968437843815322,high
memory_usage,3 - Memory Noise,tenant-dsk,1 - Baseline,0.5376489734604314,0.22637172916871334,0.40294125063718567,0.798999050880679,0.06521729700562762,0.05127380229644412,1.2834894258517693e-07,0.4210400100119847,0.7366475522019043,0.7037099539453264,True,medium,3,3,1.0,0.8518549769726632,high
memory_usage,3 - Memory Noise,tenant-mem,1 - Baseline,0.6284115086838792,0.03524829258731123,0.6025947797021703,0.6685699100340563,0.081066633571179,0.008378999647385092,2.9287872127525816e-10,0.056091099701744626,0.10498714523873333,0.946888010212769,True,medium,3,3,1.0,0.9734440051063845,high
memory_usage,3 - Memory Noise,tenant-ntk,1 - Baseline,1.498868619343879,0.4907456271458471,1.1719023568318871,2.063164759304651,0.3276153255925387,0.13829204286102995,0.0,0.32741070218727253,0.5946234319475638,0.7533463443923016,True,large,3,3,1.0,0.8766731721961508,high
memory_usage,4 - Network Noise,tenant-cpu,1 - Baseline,-0.7450298520105716,0.0520699786541054,-0.7894320809728653,-0.6877201313989612,0.11108640256501269,0.013612565047611148,3.081568333840323e-11,-0.06988978832671869,-0.13652063645425705,0.9346757123123639,True,medium,3,3,1.0,0.967337856156182,high
memory_usage,4 - Network Noise,tenant-dsk,1 - Baseline,0.5326191411390157,0.22199370144779595,0.3881767099926455,0.7882347174376271,0.06444754211805757,0.050113502429185684,2.5674303238965024e-08,0.4167963264952484,0.7511145892906705,0.7058177532643072,True,medium,3,3,1.0,0.8529088766321535,high
memory_usage,4 - Network Noise,tenant-mem,1 - Baseline,0.704876658841494,0.08383487065705994,0.6396931734999635,0.7994492087604214,0.10094292689333606,0.021827913613374002,1.949551631241775e-13,0.11893551815837888,0.22664395714709334,0.8937065485648975,True,medium,3,3,1.0,0.9468532742824487,high
memory_usage,4 - Network Noise,tenant-ntk,1 - Baseline,1.2274954582633295,0.6180070432657532,0.8556304232867809,1.9408936166681439,0.24964746274570704,0.18028997090594925,0.0,0.503469922520214,0.8841280723896136,0.6651280381610395,True,large,3,3,1.0,0.8325640190805197,high
memory_usage,5 - Disk Noise,tenant-cpu,1 - Baseline,-0.7393653489501282,0.051174402052661015,-0.7867696435301651,-0.6851108847762101,0.11062181709790204,0.013389114193828086,2.645483831997808e-11,-0.06921395778869918,-0.13749462143216007,0.9352665036922596,True,medium,3,3,1.0,0.9676332518461298,high
memory_usage,5 - Disk Noise,tenant-dsk,1 - Baseline,0.5817560735979949,0.22022096487860193,0.42988524418593793,0.8343230589598175,0.07549754884206482,0.052907510465831135,3.021130012825779e-09,0.37854519251788515,0.6952017058843023,0.7254024064118784,True,medium,3,3,1.0,0.8627012032059391,high
memory_usage,5 - Disk Noise,tenant-mem,1 - Baseline,0.6332023928584576,0.23304902590250265,0.43017492724094253,0.8876760374997011,0.08779830729934841,0.057391038712975226,4.1021852581479834e-11,0.36804823944276704,0.7225195536508747,0.7309683760912697,True,medium,3,3,1.0,0.8654841880456349,high
memory_usage,5 - Disk Noise,tenant-ntk,1 - Baseline,1.2636538391288539,0.8125883468433357,0.3283595008971525,1.796248657004133,0.27761344569358587,0.22045795991239445,0.0,0.6430466332484878,1.1616228358226044,0.6086254521108069,True,large,3,2,0.6666666666666666,0.6376460593887368,medium
memory_usage,6 - Combined Noise,tenant-cpu,1 - Baseline,-0.7468005710813963,0.05234657934554739,-0.7924321284639805,-0.6896557216582938,0.1122749142452459,0.01370733207990305,1.9978241283524767e-11,-0.07009445543104968,-0.13762229273186324,0.9344969455029888,True,medium,3,3,1.0,0.9672484727514944,high
memory_usage,6 - Combined Noise,tenant-dsk,1 - Baseline,0.5538572240945036,0.23504733924444476,0.4071140993334305,0.8249586354797116,0.06983695357300258,0.05500783824573594,1.4366292711009976e-08,0.4243825466549103,0.7544264441606077,0.7020585883676046,True,medium,3,3,1.0,0.8510292941838022,high
memory_usage,6 - Combined Noise,tenant-mem,1 - Baseline,0.8447359951268906,0.18026283887866587,0.6368753679599528,0.9581616147044447,0.14084003456116231,0.049107578153471575,0.0,0.2133954749395851,0.3803392404229566,0.8241336156703484,True,large,3,3,1.0,0.9120668078351741,high
memory_usage,6 - Combined Noise,tenant-ntk,1 - Baseline,1.4038558286029452,0.4605613436408728,0.872098529494031,1.6762446540060865,0.3066692004342788,0.13837970730366939,0.0,0.3280688331786911,0.5728124698618847,0.7529730199349166,True,large,3,3,1.0,0.8764865099674584,high
memory_usage,7 - Recovery,tenant-cpu,1 - Baseline,-0.6097197435514939,0.039045126359323466,-0.6445703576090506,-0.5675235278338128,0.08596312933383848,0.009989516197634378,3.619615718264413e-11,-0.06403782520128595,-0.12636433474575653,0.9398162135926214,True,medium,3,3,1.0,0.9699081067963107,high
memory_usage,7 - Recovery,tenant-dsk,1 - Baseline,0.568341676330699,0.333316960044397,0.36851223845280884,0.9531271425767218,0.08517710501949471,0.0878312266842658,2.5997426433832516e-11,0.5864728453425101,1.0286328250609325,0.630329099508858,True,medium,3,3,1.0,0.815164549754429,high
memory_usage,7 - Recovery,tenant-mem,1 - Baseline,0.7103638393009479,0.07399167972054854,0.6655945878230947,0.7957687336798352,0.11340751385165686,0.021190744466875338,4.440892098500626e-15,0.10416025651497406,0.1832499610127139,0.9056656351282452,True,medium,3,3,1.0,0.9528328175641225,high
memory_usage,7 - Recovery,tenant-ntk,1 - Baseline,1.6513292472774073,0.12687672973104236,1.5721753467245307,1.797670890068239,0.4071827847000753,0.03657619648854252,0.0,0.07683309063908822,0.13655395719266103,0.9286490252695628,True,large,3,3,1.0,0.9643245126347815,high
