tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,16.6399508625673,396.71724376613196,446.12704097239026,45.10303098264593
tenant-dsk,396.71724376613196,134175.37469694085,33389.44013998328,4741.053893191256
tenant-mem,446.12704097239026,33389.44013998328,170702.61075077608,2235.3581535300623
tenant-ntk,45.10303098264593,4741.053893191256,2235.3581535300623,3918.6349799592103
