tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,13278793926529.934,-12702881759921.111,-1368966150467.4302,108535256889.56805
tenant-dsk,-12702881759921.111,66127525982354.9,16171522692406.227,-2963346260641.7505
tenant-mem,-1368966150467.4302,16171522692406.227,11477754533416.516,-705256845041.6129
tenant-ntk,108535256889.56805,-2963346260641.7505,-705256845041.6129,169548454552.4438
