tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.0,0.0,0.0,0.0
tenant-dsk,0.0,38688.50468876984,0.0,6487068.181076611,0.0
tenant-mem,0.0,0.0,0.0,0.0,0.0
tenant-nsy,0.0,6487068.181076611,0.0,36300301079.65607,0.0
tenant-ntk,0.0,0.0,0.0,0.0,0.0
