tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,-0.4286785989655845,-0.11088809635659408,0.07233435365785715
tenant-dsk,-0.4286785989655845,1.0,0.5869908220097992,-0.8850021905437462
tenant-mem,-0.11088809635659408,0.5869908220097992,1.0,-0.50555909292737
tenant-ntk,0.07233435365785715,-0.8850021905437462,-0.50555909292737,1.0
