,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.9008569431391136,,
tenant-dsk,0.8328580696178514,,,0.654907182521346
tenant-mem,,,,
tenant-ntk,,0.4400463490642925,,
