tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant,round_id
tenant-cpu,cpu_usage,2-CPU-Noise,2.5572194303148956,0.22910558358093303,355,3.758951398947725,0.3038890070241223,364,-31.96987247478752,-4.457924326544494,1.6228728515142725e-272,True,round-4
tenant-cpu,cpu_usage,3-Memory-Noise,2.866751025823473,0.23205963546133018,355,3.758951398947725,0.3038890070241223,364,-23.735352720282922,-3.294479991179101,1.9796180734331675e-202,True,round-4
tenant-cpu,cpu_usage,4-Network-Noise,2.3851612629681602,0.2458859514813843,354,3.758951398947725,0.3038890070241223,364,-36.54716409379864,-4.962834165431698,9.107606222781113e-304,True,round-4
tenant-cpu,cpu_usage,5-Disk-Noise,3.3837675364840747,0.2675020281549394,358,3.758951398947725,0.3038890070241223,364,-9.981077769951442,-1.309882934533762,6.44643311243246e-58,True,round-4
tenant-cpu,cpu_usage,6-Combined-Noise,1.671212994438836,0.18731861581658202,180,3.758951398947725,0.3038890070241223,364,-55.54044686753138,-7.703996931899554,0.0,True,round-4
tenant-cpu,cpu_usage,7-Recovery,3.684249810423541,0.44617151492267176,250,3.758951398947725,0.3038890070241223,364,-1.9872985999525183,-0.20273528132292218,0.021651273415862655,True,round-4
tenant-cpu,disk_io_total,2-CPU-Noise,319086.25912864093,38190.43741813327,355,328909.6387373688,43954.35153383524,365,-2.986649964542921,-0.23835401340516482,0.0014171496157904975,True,round-4
tenant-cpu,disk_io_total,3-Memory-Noise,309411.9706651377,45625.85391562587,355,328909.6387373688,43954.35153383524,365,-5.927971021791738,-0.4353493269191728,8.049635901044065e-09,True,round-4
tenant-cpu,disk_io_total,4-Network-Noise,297686.67677956173,35031.11481311956,354,328909.6387373688,43954.35153383524,365,-9.492869250553738,-0.7842617710183374,3.160658104529117e-24,True,round-4
tenant-cpu,disk_io_total,5-Disk-Noise,277122.00948798796,32499.782005110235,358,328909.6387373688,43954.35153383524,365,-15.745245243704387,-1.3378816836246,1.371596886948493e-59,True,round-4
tenant-cpu,disk_io_total,6-Combined-Noise,246116.06003089345,52867.38084111758,180,328909.6387373688,43954.35153383524,365,-25.172135126324235,-1.7585966322907864,2.186646266123832e-50,True,round-4
tenant-cpu,disk_io_total,7-Recovery,303358.1378558168,42913.84308816188,250,328909.6387373688,43954.35153383524,365,-7.768547306682802,-0.5869226720614821,2.282419112570883e-12,True,round-4
tenant-cpu,memory_usage,2-CPU-Noise,256518876.66478872,46159448.0740211,355,250680395.74794522,41293573.26812167,365,2.3290536539259317,0.13341959118435187,0.07435447343814693,False,round-4
tenant-cpu,memory_usage,3-Memory-Noise,262162922.36619717,47130336.32548822,355,250680395.74794522,41293573.26812167,365,4.580544315797806,0.2593889965365244,0.0005455705278477682,True,round-4
tenant-cpu,memory_usage,4-Network-Noise,256186506.84745762,47097047.13658556,354,250680395.74794522,41293573.26812167,365,2.1964665737358646,0.124443072611271,0.09638380381327566,False,round-4
tenant-cpu,memory_usage,5-Disk-Noise,260938219.97765362,48559696.43542106,358,250680395.74794522,41293573.26812167,365,4.091992993350173,0.22775870934855216,0.0023197739757920646,True,round-4
tenant-cpu,memory_usage,6-Combined-Noise,258368261.68888888,52843031.00309362,180,250680395.74794522,41293573.26812167,365,3.0667998261314673,0.1692376062194995,0.08811929333702476,False,round-4
tenant-cpu,memory_usage,7-Recovery,273114071.04,50750281.0435156,250,250680395.74794522,41293573.26812167,365,8.949114359389904,0.4944256237653276,1.250843186142814e-08,True,round-4
tenant-cpu,network_throughput,2-CPU-Noise,11399.242023938265,1574.1032865569198,355,11754.136098349178,1840.460187081164,364,-3.019312278175481,-0.20703986041936784,0.005564110855500398,True,round-4
tenant-cpu,network_throughput,3-Memory-Noise,11237.68381760309,1618.226281750933,354,11754.136098349178,1840.460187081164,364,-4.39379190801288,-0.29776013615515,7.114437174521192e-05,True,round-4
tenant-cpu,network_throughput,4-Network-Noise,10667.918800005038,1435.074451276527,354,11754.136098349178,1840.460187081164,364,-9.24114957709818,-0.6570911075949916,8.537579890483555e-18,True,round-4
tenant-cpu,network_throughput,5-Disk-Noise,10169.529004469021,1396.8186982305258,358,11754.136098349178,1840.460187081164,364,-13.481272299567031,-0.968824050349546,7.420288004015101e-35,True,round-4
tenant-cpu,network_throughput,6-Combined-Noise,9560.092082970488,1904.6596703504906,180,11754.136098349178,1840.460187081164,364,-18.666144385437516,-1.1783851230622202,6.512066233711829e-31,True,round-4
tenant-cpu,network_throughput,7-Recovery,11386.969308410362,1723.079200472619,250,11754.136098349178,1840.460187081164,364,-3.1237241671072953,-0.20470605213248733,0.011919703895309221,True,round-4
tenant-dsk,cpu_usage,2-CPU-Noise,0.9634220438129927,0.09944961971385094,355,1.0161317542736785,0.11232250703873868,364,-5.187290943226378,-0.49650205160776734,5.2706589865305684e-11,True,round-4
tenant-dsk,cpu_usage,3-Memory-Noise,0.958821365033933,0.09662959715800594,355,1.0161317542736785,0.11232250703873868,364,-5.640054943535393,-0.5464979040532524,5.888269045016768e-13,True,round-4
tenant-dsk,cpu_usage,4-Network-Noise,0.9172854966401867,0.09318001378096653,354,1.0161317542736785,0.11232250703873868,364,-9.727700883055883,-0.9566159553302334,4.538912001205757e-34,True,round-4
tenant-dsk,cpu_usage,5-Disk-Noise,0.8708800039784919,0.09436992895217815,358,1.0161317542736785,0.11232250703873868,364,-14.294578403271263,-1.3992103171890669,2.5404806553954357e-64,True,round-4
tenant-dsk,cpu_usage,6-Combined-Noise,0.8506484159711897,0.163615232707081,180,1.0161317542736785,0.11232250703873868,364,-16.285618238628395,-1.2584852286398494,1.5454737307028785e-27,True,round-4
tenant-dsk,cpu_usage,7-Recovery,0.9773735617056974,0.09703664556536827,250,1.0161317542736785,0.11232250703873868,364,-3.814288098464659,-0.3643760962374663,6.316258286743877e-06,True,round-4
tenant-dsk,disk_io_total,2-CPU-Noise,12770559.5558078,1869948.6989309832,355,23204917.08708035,60094319.94458678,365,-44.96614873526964,-0.2437470881879304,0.001006261210971443,True,round-4
tenant-dsk,disk_io_total,3-Memory-Noise,12692012.970440283,1612672.3191778942,355,23204917.08708035,60094319.94458678,365,-45.30463986226982,-0.24561154599551582,0.0009211588520938996,True,round-4
tenant-dsk,disk_io_total,4-Network-Noise,12773821.681696223,1632672.6335705146,354,23204917.08708035,60094319.94458678,365,-44.952090827300474,-0.24352861323415623,0.0010085729778317011,True,round-4
tenant-dsk,disk_io_total,5-Disk-Noise,6896718.509915561,1832008.9961981038,358,23204917.08708035,60094319.94458678,365,-70.27906419990873,-0.3817610951146049,3.638731470308219e-07,True,round-4
tenant-dsk,disk_io_total,6-Combined-Noise,6407679.035564483,846057.8865480771,180,23204917.08708035,60094319.94458678,365,-72.38654630172307,-0.3413756265394937,1.647730101920609e-07,True,round-4
