,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.3510970178279399,0.9833509357964985,
tenant-dsk,1.5809152334884881e-38,,0.00018709798718313065,
tenant-mem,0.022812298627239457,0.7098377108489136,,
tenant-ntk,,,,
