,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.004370523612023595,0.6290596515273658,0.019308402883816644
tenant-dsk,0.1996645611145394,,4.754744135912813e-12,0.0005751651349452846
tenant-mem,0.5326886107769673,0.01853908389234388,,0.05445252755000596
tenant-ntk,0.1639600672447605,0.0006394908345032323,0.008832909449762673,
