,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.024539877300613498,0.004631211669714531,0.0
tenant-dsk,0.05610580998605311,,0.036636642359309614,0.0
tenant-mem,0.018524846678858124,0.02678494637321612,,0.0
tenant-ntk,0.0,0.0,0.0,
