,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.5528027340637663,0.00022787051601820543,0.49944069608174446,0.35377999568325125
tenant-dsk,0.0029794383043424293,,0.22529193526920782,0.564937532073601,0.6090260052772108
tenant-mem,0.040017791241338,0.03695844952055957,,0.2690342588340814,0.646723743215935
tenant-nsy,0.4201268569492378,0.8905975692273268,0.622357923703696,,0.9726519417936987
tenant-ntk,0.0931841870260895,0.099042204843186,0.2618524966951227,0.32091259376653875,
