,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.6101121970333243,0.6883162460824569,0.7179350291499444
tenant-dsk,0.6176162695273313,,0.4416255931470269,0.4656419597470178
tenant-mem,0.5985744790066156,0.5503473956575611,,0.5233578836715151
tenant-ntk,0.6849066283124308,0.5679794624436537,0.6036076631991036,
