,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.013530554528292573,0.7163297876472047,0.03521353274254625
tenant-dsk,0.013085982370461493,,0.07538108968313119,1.4587955781741815e-06
tenant-mem,0.9803950837520403,0.9621458117019129,,0.9543686848583522
tenant-ntk,0.5304481937597468,0.0521065790901248,0.14015357750962273,
