tenant_id,1 - Baseline_mean,1 - Baseline_std,2 - CPU Noise_mean,2 - CPU Noise_std,2 - CPU Noise_vs_baseline_pct,3 - Memory Noise_mean,3 - Memory Noise_std,3 - Memory Noise_vs_baseline_pct,4 - Network Noise_mean,4 - Network Noise_std,4 - Network Noise_vs_baseline_pct,5 - Disk Noise_mean,5 - Disk Noise_std,5 - Disk Noise_vs_baseline_pct,6 - Combined Noise_mean,6 - Combined Noise_std,6 - Combined Noise_vs_baseline_pct,7 - Recovery_mean,7 - Recovery_std,7 - Recovery_vs_baseline_pct,metric
tenant-cpu,0.4372839411125412,0.9138808765195615,0.0009267107388497124,0.0001344229454435893,-99.78807574399097,0.000999148835564057,0.00016200789741661225,-99.77151028390797,0.0012088546908735447,0.00019545222320262637,-99.72355383374062,0.001196687886463479,0.0002298620638746221,-99.72633619167014,0.0010376146365792948,0.0001495612231787169,-99.7627137566636,0.000980866487271867,0.00011740475678798348,-99.77569117110124,cpu_usage
tenant-dsk,0.020328285762782127,0.00345388111016535,0.0201402387850797,0.0015545953431811983,-0.9250508375217301,0.02019554636116232,0.0015361434833901246,-0.6529788255084029,0.02207411349043688,0.0017272916227557267,8.588169942254002,0.023295799411952423,0.002030159378461522,14.59795323520758,0.021855117739717128,0.0017627828433672496,7.510874230872869,0.021165263251105175,0.001616670169977157,4.11730481404104,cpu_usage
tenant-mem,0.010426825630617208,0.0017831470065456764,0.010736732659630988,0.0008116149152176096,2.9722088005746614,0.011207618855943397,0.0009493757798646067,7.488311908021903,0.011763535403149483,0.000940415726414252,12.819911062933434,0.012067991809591548,0.0009992785136744937,15.73984486855941,0.011441606207916148,0.0008709383012075299,9.732401914530437,0.010958230716071361,0.000849529885898526,5.096518387089366,cpu_usage
tenant-ntk,0.0012255659768649113,0.0001678576493217575,0.0011502345356194234,9.917723050437953e-05,-6.146665513527991,0.0011085993938161236,8.254161841200138e-05,-9.543883010525215,0.0011841099384270418,0.0001201585255876235,-3.382603566061543,0.0011717863417739212,0.00011959968663934607,-4.3881468730522695,0.0011327073765152293,9.184486599275066e-05,-7.576793261446535,0.001159246170471054,8.924446307742759e-05,-5.411361578713884,cpu_usage
tenant-cpu,108.38071363075748,372.7671468841192,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,disk_throughput_total
tenant-dsk,4293.895173874615,5452.142848217391,1790.3667166843616,152.23648385765648,-58.30436831393775,1785.9354746340653,158.99909778477294,-58.40756696855925,1804.9699265450447,154.40042497058423,-57.96427594397182,1887.5484714209927,200.2340274265697,-56.041114303268955,1917.5974403486246,211.57936793601,-55.341307537829984,1799.0331946580184,189.53216827511767,-58.10253576743345,disk_throughput_total
tenant-mem,0.0,0.0,0.0,0.0,0.0,1421.5018778341514,8126.534253427903,inf,1534.3355536460515,8439.983042292808,inf,0.0,0.0,0.0,0.0,0.0,0.0,2566.9207977026977,9130.872107207428,inf,disk_throughput_total
tenant-ntk,619.5029795469222,2123.6160422440175,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,disk_throughput_total
tenant-cpu,3066414.5454545454,2033665.7008402406,2174670.3283582088,27240.52582883895,-29.081006624437016,2169262.08,15581.676964909586,-29.25737704918032,2173253.5794871794,30276.25401742118,-29.127208755624057,2176536.380952381,86750.81127404612,-29.02015208026136,2166784.0,13604.381015726245,-29.338190649666057,2181038.08,50891.598107873695,-28.873345476624163,memory_usage
tenant-dsk,59548971.959595956,7725873.854258237,61462375.1641791,1017934.2071134942,3.2131590884245527,61390172.16,745727.2949747826,3.0919092971970983,61295379.692307696,560019.7911561566,2.932725243177463,61513988.06349207,819399.3963612539,3.2998321200731673,61497644.23036649,644737.4203388614,3.2723860826559883,61650411.52,836013.173744791,3.5289266821094354,memory_usage
tenant-mem,27471747.87878788,3802922.814789374,29968659.10447761,1491349.5316484577,9.089014782411075,29146050.56,1495974.5656900604,6.094634708354036,29117581.784615386,1630273.114814643,5.991005425243898,28946497.015873015,1495730.5541066392,5.368239194652239,29961618.094240837,1787260.2858115581,9.063384777841144,29377740.8,1414700.192877686,6.938011114625223,memory_usage
tenant-ntk,43567124.68686869,3611342.217323639,44911600.71641791,1592713.0505282502,3.0859875174513167,46320435.2,1347435.1879466202,6.319697553878675,45709049.43589743,1686465.8463246555,4.916378495077338,44263868.275132276,225958.54697899809,1.5992416145690413,45719273.21465968,1582483.876146328,4.939845223340296,47750348.8,982841.0411456795,9.601790669449773,memory_usage
tenant-cpu,37.68237538761608,4.791089953678245,36.552446149920314,3.5756374963389344,-2.998561598287941,36.9920625861006,3.7280336662301097,-1.8319248572167748,37.0057078071642,3.4121307414522675,-1.7957137083089956,36.572126212094375,3.595115235272696,-2.9463354263133144,36.2489665697511,3.6752102703901177,-3.803923725933833,35.934428837420626,3.518687121712225,-4.63863154117905,network_total_bandwidth
tenant-dsk,3150.1599171972216,530.2100351600343,3259.741599045015,347.0005576592736,3.4786069510176163,3254.5279399988212,313.27701686151056,3.3131023676556253,3250.267287536259,366.7476575894525,3.177850425704915,3278.7861306850255,350.39860793923066,4.083164565253116,3289.432506461694,346.91442216917477,4.421127591147403,3281.694771463031,295.1694794368812,4.175497680220606,network_total_bandwidth
tenant-mem,3397.0347060949093,773.6083071133714,3620.8361109559273,393.91649925425855,6.588140075798367,3641.031590518518,402.826943897027,7.182643261955289,3658.5601177732387,416.272647451117,7.69863820375766,3688.7767224595686,370.70842896152044,8.588137643728517,3690.3592003657755,401.8674218505176,8.634721739656873,3659.418369035771,414.3230456564933,7.723902922454593,network_total_bandwidth
tenant-ntk,1707.6647765622113,285.8496165028297,1785.7432186572455,127.73039506668397,4.572234736387665,1784.3597330451705,128.57309538649614,4.491218507027934,1767.931280462573,138.51047627546663,3.5291764945627953,1770.7791996808442,130.35755045655472,3.695949227558105,1783.5956995353174,134.36313890701788,4.446477084686762,1772.2847290942593,150.75163731925466,3.784112281225232,network_total_bandwidth
