tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,54170.81083850863,808442.9843427634,14336.877090319784,549462.3783001127
tenant-dsk,808442.9843427634,66879231.43256111,645454.1726723642,-5786199.880034043
tenant-mem,14336.877090319784,645454.1726723642,58057.13995676531,363402.90243741474
tenant-ntk,549462.3783001127,-5786199.880034043,363402.90243741474,745645317.5853378
