,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.0024130841798697435,0.1214313275875741,0.23966218319003516
tenant-dsk,0.14831808944092778,,0.5046363403263673,0.9013912613001545
tenant-mem,0.3950901966461578,0.00422135256139482,,0.2575272530634643
tenant-ntk,0.0001488699231775141,0.9944992445916302,0.06641203733483099,
