,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.20400548628778306,0.1662565181583354,0.18133362821490714
tenant-dsk,0.27832241834205496,,0.2958633589719183,0.27687966185741936
tenant-mem,0.19341219923116432,0.23310385822290952,,0.2575447739057408
tenant-ntk,0.24979956205145867,0.22908489523532058,0.20794681751485927,
