,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.2866208039746839,0.22145697491804048,0.01260038164124101,0.1274462419098375
tenant-dsk,0.23619030776311215,,0.21005391538126542,0.01748483890200683,0.11658942713130138
tenant-mem,0.2269682413708667,0.2386687183785663,,0.03892333656159051,0.161943337799892
tenant-nsy,0.0,0.005649717514124294,0.005649717514124294,,0.0
tenant-ntk,0.06985263521798114,0.07451461449462121,0.09335525683941044,0.013556040637953912,
