,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.038888562796828625,0.13328938280540809,0.6669295698425975,0.24691719810159485
tenant-dsk,0.38977840809403047,,0.04543365285235785,0.8770571044978391,0.3866790021824886
tenant-mem,0.4421541994265009,0.0017044133830749087,,0.9809634272076637,0.007609700511964341
tenant-nsy,0.9780519582309641,0.524935470593576,0.4962711175349097,,0.9955052462300781
tenant-ntk,0.09524315748033953,0.05536899729118107,0.18338735247569096,0.6552537627266992,
