metric,phase,tenant1,tenant2,mean_correlation,std_dev_correlation,min_correlation,max_correlation,rounds_count
cpu_usage,3 - Memory Noise,tenant-dsk,tenant-nsy,0.22241744218150614,0.06436761332811756,0.1772077032148784,0.2961129103350753,3
cpu_usage,3 - Memory Noise,tenant-dsk,tenant-ntk,0.2930724109432621,0.14458975138125768,0.1378792505384216,0.4239841712275501,3
cpu_usage,3 - Memory Noise,tenant-mem,tenant-nsy,0.19929236046360468,0.060535724599132076,0.1301634037530488,0.2428270373018891,3
cpu_usage,3 - Memory Noise,tenant-mem,tenant-ntk,0.4355985435071441,0.0466291771041354,0.3833777914972157,0.473067834603216,3
cpu_usage,3 - Memory Noise,tenant-nsy,tenant-ntk,0.23401101841703098,0.12869953696114117,0.1418809752001525,0.3810592671805489,3
cpu_usage,4 - Network Noise,tenant-cpu,tenant-dsk,0.21021773669806346,0.04506545602850521,0.1796976660502588,0.2619783102754888,3
cpu_usage,4 - Network Noise,tenant-cpu,tenant-mem,0.24563077678520293,0.01553879428426209,0.2293720130967087,0.260332340938234,3
cpu_usage,4 - Network Noise,tenant-cpu,tenant-nsy,0.2297351912456055,0.05774889718947062,0.1829606182057654,0.2942811902612481,3
cpu_usage,4 - Network Noise,tenant-cpu,tenant-ntk,0.14265310332946224,0.09021974748253048,0.0406067894093525,0.2118288137545363,3
cpu_usage,4 - Network Noise,tenant-dsk,tenant-mem,0.4139744260453395,0.19505094386517838,0.2451315688210985,0.6274847305374633,3
cpu_usage,4 - Network Noise,tenant-dsk,tenant-nsy,0.43872199731420936,0.03449314396515187,0.3995236689788261,0.4644363288863397,3
cpu_usage,4 - Network Noise,tenant-dsk,tenant-ntk,0.2985651044261172,0.0965055135750961,0.1908095325392514,0.3770369281814656,3
cpu_usage,4 - Network Noise,tenant-mem,tenant-nsy,0.5132510847550441,0.03700989913450679,0.473685480800551,0.5470215552919011,3
cpu_usage,4 - Network Noise,tenant-mem,tenant-ntk,0.32471352021390354,0.11973264560335592,0.2105065040363279,0.4492964660229336,3
cpu_usage,4 - Network Noise,tenant-nsy,tenant-ntk,0.3139291407353428,0.022968718257361177,0.2934689397943283,0.338774204479017,3
cpu_usage,5 - Disk Noise,tenant-cpu,tenant-dsk,0.16388670693460294,0.08769043761651373,0.0829868161369716,0.2570720161898876,3
cpu_usage,5 - Disk Noise,tenant-cpu,tenant-mem,0.3042609517337283,0.04698367196319329,0.269628348003708,0.3577421882772982,3
cpu_usage,5 - Disk Noise,tenant-cpu,tenant-nsy,0.3792977720218094,0.03025261626480939,0.360435127450991,0.4141922298311882,3
cpu_usage,5 - Disk Noise,tenant-cpu,tenant-ntk,0.19323732853001419,0.0690112288622621,0.1390624194024848,0.2709346549059804,3
cpu_usage,5 - Disk Noise,tenant-dsk,tenant-mem,0.4203812034578554,0.06486293996440144,0.3510829371817047,0.4796375245532194,3
cpu_usage,5 - Disk Noise,tenant-dsk,tenant-nsy,0.4043314394494528,0.15497024450255464,0.2759096449164411,0.5764620230473795,3
cpu_usage,5 - Disk Noise,tenant-dsk,tenant-ntk,0.40443306247920147,0.15422713982263803,0.2832668600478437,0.5780430374866647,3
cpu_usage,5 - Disk Noise,tenant-mem,tenant-nsy,0.4959762211347784,0.04905078912519959,0.4522155502949532,0.5489970876924406,3
cpu_usage,5 - Disk Noise,tenant-mem,tenant-ntk,0.506063479845718,0.037650323768872014,0.4838244022034142,0.5495344397966375,3
cpu_usage,5 - Disk Noise,tenant-nsy,tenant-ntk,0.4342394794185971,0.08269102028457992,0.3387760421127699,0.483660558607958,3
cpu_usage,6 - Combined Noise,tenant-cpu,tenant-dsk,0.16054324940499404,0.02337090308376471,0.1467050366713487,0.1875266776443472,3
cpu_usage,6 - Combined Noise,tenant-cpu,tenant-mem,0.2814008105735412,0.027927097416525905,0.249177676715696,0.2985963532386634,3
cpu_usage,6 - Combined Noise,tenant-cpu,tenant-nsy,0.168461550671844,0.014152130535455455,0.1527811620029345,0.1802863224100546,3
cpu_usage,6 - Combined Noise,tenant-cpu,tenant-ntk,0.22225754331827965,0.07496015528017891,0.1357010821220722,0.2656314218155027,3
cpu_usage,6 - Combined Noise,tenant-dsk,tenant-mem,0.4407628569571365,0.04999877563568375,0.3877098380344757,0.4870101790909023,3
cpu_usage,6 - Combined Noise,tenant-dsk,tenant-nsy,0.5015784960070654,0.01587020517371508,0.4839391928188362,0.5146998506977579,3
cpu_usage,6 - Combined Noise,tenant-dsk,tenant-ntk,0.4252814939494836,0.05890103425320227,0.3605274002628443,0.4756727670935179,3
cpu_usage,6 - Combined Noise,tenant-mem,tenant-nsy,0.5024782578940843,0.041577373211628445,0.4735556546511543,0.5501252526591026,3
cpu_usage,6 - Combined Noise,tenant-mem,tenant-ntk,0.3852484909257186,0.04722501989763436,0.3307912034345074,0.4149277231020157,3
cpu_usage,6 - Combined Noise,tenant-nsy,tenant-ntk,0.38592817556062725,0.022739238337475442,0.3687982706526606,0.4117267500526944,3
cpu_usage,7 - Recovery,tenant-cpu,tenant-dsk,0.14548977009757066,0.08238289496966267,0.0705189721751556,0.233684891772867,3
cpu_usage,7 - Recovery,tenant-cpu,tenant-mem,0.009894049528201767,0.13282360413536753,-0.0932476508500257,0.1597677585151388,3
cpu_usage,7 - Recovery,tenant-cpu,tenant-nsy,0.05948374208547996,0.09986367097313556,-0.0423808653408214,0.157218333089369,3
cpu_usage,7 - Recovery,tenant-cpu,tenant-ntk,0.11102164945561503,0.01440985974430368,0.0945583862896153,0.1213424871787028,3
cpu_usage,7 - Recovery,tenant-dsk,tenant-mem,0.3645918090347923,0.08992751203575487,0.2903490696669434,0.4645858210944678,3
cpu_usage,7 - Recovery,tenant-dsk,tenant-nsy,0.038645477403383595,0.028487302109494756,0.0160889529423768,0.0706584637617269,3
cpu_usage,7 - Recovery,tenant-dsk,tenant-ntk,0.2790931387806465,0.05571816979393424,0.2429899882713589,0.3432634340702553,3
cpu_usage,7 - Recovery,tenant-mem,tenant-nsy,0.12332134459480533,0.07804977658768392,0.033932310518305,0.1779641311076963,3
cpu_usage,7 - Recovery,tenant-mem,tenant-ntk,0.2144163704297084,0.0377759990586456,0.1754486489354831,0.2508756138246485,3
cpu_usage,7 - Recovery,tenant-nsy,tenant-ntk,-0.1082222034619255,0.18037841100914528,-0.3165020901544872,-0.0030884001233027,3
disk_throughput_total,1 - Baseline,tenant-cpu,tenant-dsk,0.44947188467248983,0.46610280384146624,0.1198874313461259,0.7790563379988538,2
disk_throughput_total,1 - Baseline,tenant-cpu,tenant-ntk,0.9898052490484516,,0.9898052490484516,0.9898052490484516,1
disk_throughput_total,1 - Baseline,tenant-dsk,tenant-ntk,0.7404505399986562,0.04536371689594152,0.7083735481617092,0.7725275318356032,2
disk_throughput_total,2 - CPU Noise,tenant-dsk,tenant-mem,-0.0203017635983239,,-0.0203017635983239,-0.0203017635983239,1
disk_throughput_total,2 - CPU Noise,tenant-dsk,tenant-nsy,0.03174154536253635,0.026858325446472275,0.0127498413080206,0.0507332494170521,2
disk_throughput_total,3 - Memory Noise,tenant-dsk,tenant-mem,-0.006917388443724203,0.082166569180369,-0.0650179266979967,0.0511831498105483,2
disk_throughput_total,3 - Memory Noise,tenant-dsk,tenant-nsy,0.0608119833806504,,0.0608119833806504,0.0608119833806504,1
disk_throughput_total,4 - Network Noise,tenant-dsk,tenant-mem,0.011030612504212533,0.014641544338898959,-0.0023446176122646,0.0266737976239495,3
disk_throughput_total,4 - Network Noise,tenant-dsk,tenant-nsy,0.05940644349311643,0.013619655732575665,0.0440568808503073,0.0700457175670404,3
disk_throughput_total,4 - Network Noise,tenant-mem,tenant-nsy,-0.04036102151684254,0.0013625981737294506,-0.0419321389437614,-0.0395022077272811,3
disk_throughput_total,5 - Disk Noise,tenant-dsk,tenant-nsy,0.09211199252460318,0.10234285306634662,-0.0254723155102401,0.161127035161937,3
disk_throughput_total,6 - Combined Noise,tenant-dsk,tenant-nsy,0.3188474321740416,0.0628826528711986,0.2530259892811029,0.378307753876228,3
disk_throughput_total,7 - Recovery,tenant-dsk,tenant-mem,-0.09143974786198894,0.13042413292221633,-0.1711018294735865,0.0590751626516057,3
disk_throughput_total,7 - Recovery,tenant-dsk,tenant-nsy,0.1295270550753,0.28300865090754634,-0.0862183222981719,0.4499658407648108,3
disk_throughput_total,7 - Recovery,tenant-mem,tenant-nsy,-0.08101358054342421,0.015695980474665795,-0.0964283658123117,-0.0650507594284801,3
memory_usage,1 - Baseline,tenant-cpu,tenant-dsk,-0.3988719345749006,0.14658722683761308,-0.5680588653034933,-0.3098454200431981,3
memory_usage,1 - Baseline,tenant-cpu,tenant-mem,-0.24046457334250634,0.31916029487720077,-0.6003986493831515,0.0080509110838221,3
memory_usage,1 - Baseline,tenant-cpu,tenant-ntk,-0.6882363605456181,0.16502670441719025,-0.8719284124845897,-0.5524957368261098,3
memory_usage,1 - Baseline,tenant-dsk,tenant-mem,0.8055571975290455,0.16343441754577182,0.618256172841128,0.9191965430472476,3
memory_usage,1 - Baseline,tenant-dsk,tenant-ntk,0.7562078435305916,0.14545092976826593,0.6257451365241995,0.9130393309358528,3
memory_usage,1 - Baseline,tenant-mem,tenant-ntk,0.659386613418551,0.1994693462599039,0.4291157772618593,0.7789409237932758,3
memory_usage,2 - CPU Noise,tenant-cpu,tenant-dsk,0.0318129345276476,0.08584197508260538,-0.0327702544824156,0.129224445026563,3
memory_usage,2 - CPU Noise,tenant-cpu,tenant-mem,-0.010221724491060598,0.06482895521448424,-0.0849720738055763,0.0306294237305409,3
memory_usage,2 - CPU Noise,tenant-cpu,tenant-nsy,0.03137208332833117,0.020938328735359737,0.0114100376050591,0.0531662834990779,3
memory_usage,2 - CPU Noise,tenant-cpu,tenant-ntk,0.008329604512113368,0.05039210623790809,-0.0468475422351339,0.0519174350159031,3
memory_usage,2 - CPU Noise,tenant-dsk,tenant-mem,-0.06670595567761134,0.07721922321024316,-0.1423203622059746,0.0120237912173848,3
memory_usage,2 - CPU Noise,tenant-dsk,tenant-nsy,0.06431771914866553,0.02058284707500227,0.0406681155266328,0.078185993519684,3
memory_usage,2 - CPU Noise,tenant-dsk,tenant-ntk,-0.024958624957947702,0.12936450111956202,-0.1144335243076854,0.1233686694879164,3
memory_usage,2 - CPU Noise,tenant-mem,tenant-nsy,-0.007391756229494002,0.09694840677174604,-0.0938003743100132,0.0974498517184981,3
memory_usage,2 - CPU Noise,tenant-mem,tenant-ntk,0.23399550531309973,0.07688441330994047,0.1711633649709464,0.3197282820764553,3
memory_usage,2 - CPU Noise,tenant-nsy,tenant-ntk,0.04536624404493613,0.03225710778651115,0.0204278283533379,0.0817953677888636,3
memory_usage,3 - Memory Noise,tenant-cpu,tenant-dsk,0.1407227455778546,0.03268748059049229,0.1094160651812951,0.1746350619047284,3
memory_usage,3 - Memory Noise,tenant-cpu,tenant-mem,-0.013890779383780466,0.10633200541848456,-0.1354783785651717,0.0616961662649937,3
memory_usage,3 - Memory Noise,tenant-cpu,tenant-nsy,0.07165255685076903,0.14642363787691215,-0.0362396270896159,0.2383343539570882,3
memory_usage,3 - Memory Noise,tenant-cpu,tenant-ntk,-0.05748912862045406,0.09631263762817738,-0.1295498470235749,0.0519003732581865,3
memory_usage,3 - Memory Noise,tenant-dsk,tenant-mem,0.056844249393938805,0.21090258061826958,-0.1780306507768516,0.23000633015345,3
memory_usage,3 - Memory Noise,tenant-dsk,tenant-nsy,-0.019537978420467967,0.16266774556058652,-0.1649090618243531,0.156158395373295,3
memory_usage,3 - Memory Noise,tenant-dsk,tenant-ntk,0.09404954793959301,0.03484307832366924,0.0542191430544336,0.1188835146662741,3
memory_usage,3 - Memory Noise,tenant-mem,tenant-nsy,-0.06311609325210624,0.1311093594478836,-0.1470549168913623,0.0879650482274339,3
memory_usage,3 - Memory Noise,tenant-mem,tenant-ntk,-0.004527604642881332,0.11433401239727946,-0.1352117684334164,0.0770472648022098,3
memory_usage,3 - Memory Noise,tenant-nsy,tenant-ntk,0.011842375216471903,0.141279524605713,-0.1212747766170548,0.1600696231477453,3
memory_usage,4 - Network Noise,tenant-cpu,tenant-dsk,0.047708883715103366,0.09121731016230097,-0.0558516389864627,0.1161328008115221,3
memory_usage,4 - Network Noise,tenant-cpu,tenant-mem,0.0005158457110358375,0.09237944771968185,-0.1041802501367668,0.0705559256455408,3
memory_usage,4 - Network Noise,tenant-cpu,tenant-nsy,-0.009294500045015934,0.050116809260259396,-0.0534519637764062,0.0451768755540554,3
memory_usage,4 - Network Noise,tenant-cpu,tenant-ntk,-0.0019602008426386347,0.11393837826073848,-0.1098828325585489,0.1171661609626733,3
memory_usage,4 - Network Noise,tenant-dsk,tenant-mem,-0.07047892966652806,0.06246288679983515,-0.1425469744633499,-0.0319429247059315,3
memory_usage,4 - Network Noise,tenant-dsk,tenant-nsy,0.052992082295247996,0.07319561336035119,-0.0115397113693149,0.1325267163649862,3
memory_usage,4 - Network Noise,tenant-dsk,tenant-ntk,0.06812424900863967,0.07810978908586737,0.0156946718351797,0.1578960492392303,3
memory_usage,4 - Network Noise,tenant-mem,tenant-nsy,-0.10449020097285533,0.29022721599593093,-0.4382346582573225,0.0887034035580185,3
memory_usage,4 - Network Noise,tenant-mem,tenant-ntk,-0.03619403090950267,0.08235540179936217,-0.0839642364847569,0.0589014489309659,3
memory_usage,4 - Network Noise,tenant-nsy,tenant-ntk,-0.21701405287641742,0.4781644829965601,-0.5883834789417243,0.3225136123784204,3
memory_usage,5 - Disk Noise,tenant-cpu,tenant-dsk,-0.06010285837332483,0.060081813134172324,-0.1014586606448128,0.0088150415533685,3
memory_usage,5 - Disk Noise,tenant-cpu,tenant-mem,0.020387563468678368,0.0496086999637331,-0.0180701952677187,0.0763829181482458,3
memory_usage,5 - Disk Noise,tenant-cpu,tenant-nsy,-0.0047241208362185675,0.010660376827784467,-0.0116568775520514,0.0075511335765456,3
memory_usage,5 - Disk Noise,tenant-cpu,tenant-ntk,0.07610678463517447,0.046078659037289825,0.0362169647248506,0.1265450466415009,3
memory_usage,5 - Disk Noise,tenant-dsk,tenant-mem,-0.08290064567149484,0.044740711259276075,-0.1194678561298182,-0.0330122847328133,3
memory_usage,5 - Disk Noise,tenant-dsk,tenant-nsy,0.07599322839166141,0.04507587608508607,0.0305674394873518,0.1207108469196564,3
memory_usage,5 - Disk Noise,tenant-dsk,tenant-ntk,-0.04155514144820774,0.24382961191864694,-0.2664831367253873,0.217566373399149,3
memory_usage,5 - Disk Noise,tenant-mem,tenant-nsy,0.20420179559116639,0.056811972968864095,0.1386446919083175,0.2390539650810722,3
memory_usage,5 - Disk Noise,tenant-mem,tenant-ntk,0.041789623973522066,0.28007494308027625,-0.2493815317312767,0.3092624132369996,3
memory_usage,5 - Disk Noise,tenant-nsy,tenant-ntk,0.21376439470017458,0.2101618500340546,-0.0072223312102801,0.4111004512932069,3
memory_usage,6 - Combined Noise,tenant-cpu,tenant-dsk,-0.050721049769994773,0.05974223360701062,-0.0913798297871802,0.0178709777752082,3
memory_usage,6 - Combined Noise,tenant-cpu,tenant-mem,-0.03525133588601674,0.18326017609991826,-0.2272773102365971,0.1377604241704418,3
memory_usage,6 - Combined Noise,tenant-cpu,tenant-nsy,0.06028645856703043,0.16505409049614736,-0.0868977371440878,0.2387378058437247,3
memory_usage,6 - Combined Noise,tenant-cpu,tenant-ntk,-0.04271267703452523,0.08098676629288502,-0.1084672595737254,0.0477502675777262,3
memory_usage,6 - Combined Noise,tenant-dsk,tenant-mem,-0.027597886198244364,0.15242518643316713,-0.1669599906410018,0.1351803751281888,3
memory_usage,6 - Combined Noise,tenant-dsk,tenant-nsy,0.03983917210688543,0.1101280421887025,-0.0723058187118015,0.1478328717783038,3
memory_usage,6 - Combined Noise,tenant-dsk,tenant-ntk,0.005996492562020666,0.047640541054035576,-0.0293682246286258,0.0601702711823367,3
memory_usage,6 - Combined Noise,tenant-mem,tenant-nsy,-0.14537989735569992,0.3008099748567104,-0.380194880551614,0.1936874321094758,3
memory_usage,6 - Combined Noise,tenant-mem,tenant-ntk,-0.03516694882335253,0.1058237315591352,-0.1333505575738356,0.0769220490659572,3
memory_usage,6 - Combined Noise,tenant-nsy,tenant-ntk,0.0933450837985409,0.13788157979030619,-0.0653892930831221,0.1833836471490642,3
memory_usage,7 - Recovery,tenant-cpu,tenant-dsk,-0.027966345563333928,0.011140925645433996,-0.0359919186968996,-0.0152465011613561,3
memory_usage,7 - Recovery,tenant-cpu,tenant-mem,-0.1388972296046124,0.039556302944023757,-0.1838446388228729,-0.1093879791016616,3
memory_usage,7 - Recovery,tenant-cpu,tenant-nsy,-0.010371751563655166,0.026414597284098534,-0.0287124716074199,0.0199041631983493,3
memory_usage,7 - Recovery,tenant-cpu,tenant-ntk,-0.16360349694928875,0.058328872116988784,-0.2290387799565101,-0.1170682896049206,3
memory_usage,7 - Recovery,tenant-dsk,tenant-mem,-0.005018032316404936,0.1387372957739208,-0.1400904157302068,0.1371145779898266,3
memory_usage,7 - Recovery,tenant-dsk,tenant-nsy,0.06189104763885076,0.16003725688459314,-0.0641168213429167,0.2419566594932105,3
memory_usage,7 - Recovery,tenant-dsk,tenant-ntk,-0.15447385241834463,0.09049003757870469,-0.2580016924060027,-0.0904650697624524,3
memory_usage,7 - Recovery,tenant-mem,tenant-nsy,-0.00958672321562957,0.26556766182353314,-0.2817746534983942,0.2488243746697273,3
memory_usage,7 - Recovery,tenant-mem,tenant-ntk,0.23031989616501533,0.4248342794310592,-0.2585320707292927,0.5101292207119312,3
memory_usage,7 - Recovery,tenant-nsy,tenant-ntk,0.0758090958991245,0.1024171596200846,0.0045834179428044,0.1931804309764229,3
network_total_bandwidth,1 - Baseline,tenant-cpu,tenant-dsk,0.25262631308471856,0.25397092572969543,0.1037334260216164,0.5458749783886027,3
network_total_bandwidth,1 - Baseline,tenant-cpu,tenant-mem,0.19325569474576518,0.37554330390737684,-0.0313943034905475,0.6268003334082478,3
network_total_bandwidth,1 - Baseline,tenant-cpu,tenant-ntk,0.2717338108247111,0.34990297177475516,-0.0454765436270454,0.6470537381906025,3
network_total_bandwidth,1 - Baseline,tenant-dsk,tenant-mem,0.7267994727145178,0.07187790366679134,0.6440213397840246,0.7734104705215904,3
network_total_bandwidth,1 - Baseline,tenant-dsk,tenant-ntk,0.745379436154074,0.08858039343124019,0.6435077796163277,0.8042594633205633,3
network_total_bandwidth,1 - Baseline,tenant-mem,tenant-ntk,0.8088579471267568,0.03760309338443449,0.7749360810733729,0.8492916917590215,3
network_total_bandwidth,2 - CPU Noise,tenant-cpu,tenant-dsk,0.1134730751105645,0.06683476288006912,0.0740929848018376,0.1906417414617908,3
network_total_bandwidth,2 - CPU Noise,tenant-cpu,tenant-mem,0.2063652629509413,0.0245318119154951,0.1780557683247489,0.2213797668368042,3
network_total_bandwidth,2 - CPU Noise,tenant-cpu,tenant-nsy,0.0701698366658271,0.06219410554983072,0.0134705658974799,0.1366901582620237,3
network_total_bandwidth,2 - CPU Noise,tenant-cpu,tenant-ntk,0.26346753118292027,0.07483989844513021,0.1858088087516705,0.3351275567542505,3
network_total_bandwidth,2 - CPU Noise,tenant-dsk,tenant-mem,0.20253100980654085,0.1349435481724769,0.0972645395177467,0.3546579074027816,3
network_total_bandwidth,2 - CPU Noise,tenant-dsk,tenant-nsy,0.10662892155542246,0.08734068980520612,0.0088190399993565,0.176825090530544,3
network_total_bandwidth,2 - CPU Noise,tenant-dsk,tenant-ntk,0.2491072938440458,0.010477778787268379,0.2409646843810492,0.2609282619014422,3
network_total_bandwidth,2 - CPU Noise,tenant-mem,tenant-nsy,0.15785836378684762,0.05642105149380514,0.1249091378222297,0.2230063414865872,3
network_total_bandwidth,2 - CPU Noise,tenant-mem,tenant-ntk,0.27394133356238864,0.1260164565258707,0.1577164511108388,0.407875802192337,3
network_total_bandwidth,2 - CPU Noise,tenant-nsy,tenant-ntk,0.15714583528285395,0.1069738814135551,0.0587529736137778,0.2710148637465957,3
network_total_bandwidth,3 - Memory Noise,tenant-cpu,tenant-dsk,0.1524731413287402,0.03916425684707071,0.1169669677076414,0.1944815933287609,3
network_total_bandwidth,3 - Memory Noise,tenant-cpu,tenant-mem,0.1383015395348254,0.031920946990805985,0.106453042133835,0.1702944461370925,3
network_total_bandwidth,3 - Memory Noise,tenant-cpu,tenant-nsy,0.10828261403650156,0.142268197572672,0.0183342718014175,0.2723038843939956,3
network_total_bandwidth,3 - Memory Noise,tenant-cpu,tenant-ntk,0.19999618451301995,0.08436781941941184,0.1356478254025263,0.2955138362136007,3
network_total_bandwidth,3 - Memory Noise,tenant-dsk,tenant-mem,0.1597304606952936,0.060559617459918606,0.1133385889385782,0.2282398928310913,3
network_total_bandwidth,3 - Memory Noise,tenant-dsk,tenant-nsy,0.15064781968661475,0.031009110615635944,0.1222878350706832,0.1837579043242772,3
network_total_bandwidth,3 - Memory Noise,tenant-dsk,tenant-ntk,0.21183033498319637,0.023461832609883364,0.1858279180226779,0.2314166268777103,3
network_total_bandwidth,3 - Memory Noise,tenant-mem,tenant-nsy,0.08481620775535643,0.04171345417632918,0.054175593746913,0.1323215553717927,3
network_total_bandwidth,3 - Memory Noise,tenant-mem,tenant-ntk,0.24406567795862388,0.050319829972414715,0.186885313112347,0.2815939639551006,3
network_total_bandwidth,3 - Memory Noise,tenant-nsy,tenant-ntk,0.20020530008731105,0.09462903291298652,0.0955178291845405,0.2796609138770421,3
network_total_bandwidth,4 - Network Noise,tenant-cpu,tenant-dsk,0.08475195533548463,0.08871330086603153,-0.0102314531002287,0.1654650960363996,3
network_total_bandwidth,4 - Network Noise,tenant-cpu,tenant-mem,0.1675166014791043,0.05993586440002929,0.1087936675323488,0.228595896450194,3
network_total_bandwidth,4 - Network Noise,tenant-cpu,tenant-nsy,0.0346518967286221,0.05188600346780702,-0.02497119827305,0.0695597431490143,3
network_total_bandwidth,4 - Network Noise,tenant-cpu,tenant-ntk,0.2984626373927879,0.09940839607442356,0.1844845581601824,0.3672320548011608,3
network_total_bandwidth,4 - Network Noise,tenant-dsk,tenant-mem,0.16028853529547735,0.04767373179978169,0.1228401603214298,0.2139555205034888,3
network_total_bandwidth,4 - Network Noise,tenant-dsk,tenant-nsy,0.07437301667075606,0.03685635474353368,0.0320518069026262,0.0994165698937329,3
network_total_bandwidth,4 - Network Noise,tenant-dsk,tenant-ntk,0.22390740658136243,0.08088610035518475,0.1611783551541849,0.3151998958091063,3
network_total_bandwidth,4 - Network Noise,tenant-mem,tenant-nsy,0.06314401537446973,0.04410145309476993,0.0136065418225684,0.0981336719055696,3
network_total_bandwidth,4 - Network Noise,tenant-mem,tenant-ntk,0.25523758970432714,0.07775312585992851,0.1968980267338048,0.3435083028683379,3
network_total_bandwidth,4 - Network Noise,tenant-nsy,tenant-ntk,0.12356944542840953,0.052120617588865284,0.0927769136091939,0.1837476693788029,3
network_total_bandwidth,5 - Disk Noise,tenant-cpu,tenant-dsk,0.19875257066153673,0.12955056201286363,0.0497051314330602,0.2843213689275559,3
network_total_bandwidth,5 - Disk Noise,tenant-cpu,tenant-mem,0.2906662915957326,0.04608341854111149,0.2543657508925553,0.3425120293417348,3
network_total_bandwidth,5 - Disk Noise,tenant-cpu,tenant-nsy,0.09748456119746603,0.08061523213533855,0.0218363277136153,0.1822855257509903,3
network_total_bandwidth,5 - Disk Noise,tenant-cpu,tenant-ntk,0.2626314033732851,0.07255208402310975,0.2142601148925214,0.3460535965858128,3
network_total_bandwidth,5 - Disk Noise,tenant-dsk,tenant-mem,0.22557301529595264,0.13910599897046544,0.1239017644044009,0.3841012426518945,3
network_total_bandwidth,5 - Disk Noise,tenant-dsk,tenant-nsy,0.11995829711135457,0.04636878786913449,0.0894757507708864,0.1733201062812792,3
network_total_bandwidth,5 - Disk Noise,tenant-dsk,tenant-ntk,0.22169790260185027,0.048630677459820366,0.1776881682377709,0.2739070782696583,3
network_total_bandwidth,5 - Disk Noise,tenant-mem,tenant-nsy,0.15794250640977747,0.08091798612648352,0.0746664143038667,0.23627578160007,3
network_total_bandwidth,5 - Disk Noise,tenant-mem,tenant-ntk,0.25273375777797574,0.06330315130918009,0.188280874476894,0.3148208481372403,3
network_total_bandwidth,5 - Disk Noise,tenant-nsy,tenant-ntk,0.24868979196983218,0.047230340220432356,0.1981422338372087,0.2916952746333615,3
network_total_bandwidth,6 - Combined Noise,tenant-cpu,tenant-dsk,0.19988110538702095,0.0548156417984864,0.1613746996160537,0.2626394472991895,3
network_total_bandwidth,6 - Combined Noise,tenant-cpu,tenant-mem,0.15811793017621567,0.05387262480871173,0.1215764363905218,0.2199868321643507,3
network_total_bandwidth,6 - Combined Noise,tenant-cpu,tenant-nsy,0.15464567763062878,0.04870277828543069,0.1129377762324657,0.2081691681709852,3
