tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant
tenant-cpu,cpu_usage,2 - CPU Noise,0.0009360412345705114,0.00013281074439643975,201,0.42832188463790904,0.8963925396844608,97,-99.78146313131727,-0.8372056070418188,8.835767936099775e-06,True
tenant-cpu,cpu_usage,3 - Memory Noise,0.0009251164297871588,0.00013924183142365848,201,0.42832188463790904,0.8963925396844608,97,-99.7840137375728,-0.8372270057296295,8.831551996962105e-06,True
tenant-cpu,cpu_usage,4 - Network Noise,0.001174505142656003,0.00020088821796593068,196,0.42832188463790904,0.8963925396844608,97,-99.72578913551222,-0.8296413103529706,8.928282885652974e-06,True
tenant-cpu,cpu_usage,5 - Disk Noise,0.0012108751802785273,0.00022455314541235994,190,0.42832188463790904,0.8963925396844608,97,-99.71729784918598,-0.8209738413416546,8.942475765335413e-06,True
tenant-cpu,cpu_usage,6 - Combined Noise,0.0010369793553824697,0.0001642532721170035,192,0.42832188463790904,0.8963925396844608,97,-99.75789718140152,-0.8241848642648923,8.874814010629777e-06,True
tenant-cpu,cpu_usage,7 - Recovery,0.0009954700306531998,0.00016339948685990818,101,0.42832188463790904,0.8963925396844608,97,-99.76758833336412,-0.6811674977403975,8.858737781515506e-06,True
tenant-cpu,disk_throughput_total,2 - CPU Noise,0.0,0.0,201,99.17735271911319,364.9748624100326,97,-100.0,-0.47715534958278355,0.008754095116203358,True
tenant-cpu,disk_throughput_total,3 - Memory Noise,0.0,0.0,201,99.17735271911319,364.9748624100326,97,-100.0,-0.47715534958278355,0.008754095116203358,True
tenant-cpu,disk_throughput_total,4 - Network Noise,0.0,0.0,196,99.17735271911319,364.9748624100326,97,-100.0,-0.4731081573171238,0.008754095116203358,True
tenant-cpu,disk_throughput_total,5 - Disk Noise,0.0,0.0,190,99.17735271911319,364.9748624100326,97,-100.0,-0.46820534980011447,0.008754095116203358,True
tenant-cpu,disk_throughput_total,6 - Combined Noise,0.0,0.0,192,99.17735271911319,364.9748624100326,97,-100.0,-0.46984530350705134,0.008754095116203358,True
tenant-cpu,disk_throughput_total,7 - Recovery,0.0,0.0,101,99.17735271911319,364.9748624100326,97,-100.0,-0.38827727892086156,0.008754095116203358,True
tenant-cpu,memory_usage,2 - CPU Noise,2185266.9452736317,97901.34877396739,201,2886082.56,1800880.4440810676,100,-24.282590679816458,-0.6742862234218244,0.0001822939322997264,True
tenant-cpu,memory_usage,3 - Memory Noise,2172123.064676617,43162.28636577069,201,2886082.56,1800880.4440810676,100,-24.738013569625092,-0.6885806937919711,0.00013927600146579122,True
tenant-cpu,memory_usage,4 - Network Noise,2168010.720812183,52473.42586440465,197,2886082.56,1800880.4440810676,100,-24.880502350834245,-0.687720131398961,0.00012833770127537806,True
tenant-cpu,memory_usage,5 - Disk Noise,2162472.4210526315,32807.89773790016,190,2886082.56,1800880.4440810676,100,-25.07239913980037,-0.6851108847762101,0.00011458326576670031,True
tenant-cpu,memory_usage,6 - Combined Noise,2160384.0,12578.540755559352,192,2886082.56,1800880.4440810676,100,-25.144760931579174,-0.6896557216582938,0.00010973671585394015,True
tenant-cpu,memory_usage,7 - Recovery,2165040.1584158414,38647.432593312726,101,2886082.56,1800880.4440810676,100,-24.983429496353654,-0.5675235278338127,0.00012089465240166292,True
tenant-cpu,network_total_bandwidth,2 - CPU Noise,36.11222664551431,4.407255621473714,201,36.65414293990156,5.101113564376314,97,-1.4784585067935698,-0.11670014461646347,0.3709490756493412,False
tenant-cpu,network_total_bandwidth,3 - Memory Noise,36.72583555210806,4.241515996678796,201,36.65414293990156,5.101113564376314,97,0.19559211171311627,0.015797658411323204,0.9047423849809411,False
tenant-cpu,network_total_bandwidth,4 - Network Noise,37.14139126104336,4.08042012035922,196,36.65414293990156,5.101113564376314,97,1.3293130927674262,0.10966312927262424,0.4135323238115116,False
tenant-cpu,network_total_bandwidth,5 - Disk Noise,36.539192530933065,3.8529741834745095,190,36.65414293990156,5.101113564376314,97,-0.31360823019916295,-0.026646368480445916,0.8454085923166023,False
tenant-cpu,network_total_bandwidth,6 - Combined Noise,36.224506273186286,4.009420220744953,192,36.65414293990156,5.101113564376314,97,-1.1721367143127892,-0.09753818581286544,0.47003828838472206,False
tenant-cpu,network_total_bandwidth,7 - Recovery,36.5410205178676,3.7562198650413703,101,36.65414293990156,5.101113564376314,97,-0.30862110790432845,-0.025330607271426483,0.8596258593554229,False
