tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant
tenant-cpu,cpu_usage,2-CPU-Noise,2.536064691458196,0.25471139816328986,356,3.790301660778304,0.2670476577114628,366,-33.09068991259555,-4.804804853145892,1.0111184436444046e-301,True
tenant-cpu,cpu_usage,3-Memory-Noise,2.8774928257851187,0.23785913563290687,357,3.790301660778304,0.2670476577114628,366,-24.08274899169235,-3.607131717512225,1.2877330930429812e-228,True
tenant-cpu,cpu_usage,4-Network-Noise,2.3487997635995113,0.255229329485987,355,3.790301660778304,0.2670476577114628,366,-38.03132378869268,-5.516745399357354,0.0,True
tenant-cpu,cpu_usage,5-Disk-Noise,3.3719390751935854,0.24928637413765545,359,3.790301660778304,0.2670476577114628,366,-11.037712114418134,-1.6190149864153542,2.1925123962357156e-81,True
tenant-cpu,cpu_usage,6-Combined-Noise,1.6272154217963812,0.1587539844317592,356,3.790301660778304,0.2670476577114628,366,-57.06897319982054,-9.814093218607042,0.0,True
tenant-cpu,cpu_usage,7-Recovery,3.725760000128265,0.3899405675771912,252,3.790301660778304,0.2670476577114628,366,-1.70281065799881,-0.19993051202248788,0.022857725163526667,True
tenant-cpu,memory_usage,2-CPU-Noise,253101044.49438202,49876275.85125618,356,253052894.4262295,50242361.96674196,366,0.019027669397614373,0.0009618049595953391,0.9896936448516271,False
tenant-cpu,memory_usage,3-Memory-Noise,249949324.5490196,46993875.39592751,357,253052894.4262295,50242361.96674196,366,-1.226451048602671,-0.06377350999276651,0.39115644398566174,False
tenant-cpu,memory_usage,4-Network-Noise,268168258.34366196,48168964.10264821,355,253052894.4262295,50242361.96674196,366,5.973203330357053,0.3070204276552013,4.155927154114732e-05,True
tenant-cpu,memory_usage,5-Disk-Noise,268770460.88022286,51055291.456985906,359,253052894.4262295,50242361.96674196,366,6.211178295206328,0.31033851376253757,3.312102489817608e-05,True
tenant-cpu,memory_usage,6-Combined-Noise,291434104.80898875,46856330.57817669,356,253052894.4262295,50242361.96674196,366,15.167267882781799,0.7896986392349731,1.44174425766655e-24,True
tenant-cpu,memory_usage,7-Recovery,280670952.72727275,45815220.23239127,253,253052894.4262295,50242361.96674196,366,10.913946810869026,0.5696435168928411,4.093190490766841e-12,True
tenant-dsk,cpu_usage,2-CPU-Noise,0.9500544734270988,0.09236580504524897,356,1.0218801024685813,0.1230295860069092,366,-7.028772638587591,-0.6589860184946685,5.631931793384152e-18,True
tenant-dsk,cpu_usage,3-Memory-Noise,0.9803288985395251,0.09331727076193064,357,1.0218801024685813,0.1230295860069092,366,-4.066152558277622,-0.37990584049657067,3.894308781989269e-07,True
tenant-dsk,cpu_usage,4-Network-Noise,0.9536420824678462,0.09557512678955918,355,1.0218801024685813,0.1230295860069092,366,-6.6776933845654485,-0.6182707108582047,4.347776833674693e-16,True
tenant-dsk,cpu_usage,5-Disk-Noise,0.9443732749961214,0.09598403358164186,359,1.0218801024685813,0.1230295860069092,366,-7.58472811881009,-0.7016194941534044,4.469260672390355e-20,True
tenant-dsk,cpu_usage,6-Combined-Noise,0.9213880900982412,0.08043352623076135,356,1.0218801024685813,0.1230295860069092,366,-9.834031617562475,-0.9641722561805572,1.6239384612055788e-34,True
