tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant
tenant-cpu,cpu_usage,2 - CPU Noise,0.0010077552263030474,0.00017958251286054265,167,0.16528495806954732,0.4748461039631106,165,-99.39029223344146,-0.49074901313003577,1.6200281946707735e-05,True
tenant-cpu,cpu_usage,3 - Memory Noise,0.0010364974535563161,0.00014532822169797206,166,0.16528495806954732,0.4748461039631106,165,-99.37290273376226,-0.48991917012617237,1.625261484938471e-05,True
tenant-cpu,cpu_usage,4 - Network Noise,0.0011192424058994262,0.0001471912226944799,164,0.16528495806954732,0.4748461039631106,165,-99.32284073579855,-0.4881817240595754,1.6404202469907496e-05,True
tenant-cpu,cpu_usage,5 - Disk Noise,0.0011065291422470182,0.0001696867829205851,164,0.16528495806954732,0.4748461039631106,165,-99.3305324603214,-0.4882195219867727,1.638082813673168e-05,True
tenant-cpu,cpu_usage,6 - Combined Noise,0.001105717959079647,0.00017334833569774552,164,0.16528495806954732,0.4748461039631106,165,-99.33102323889969,-0.48822193286113047,1.6379338273941776e-05,True
tenant-cpu,cpu_usage,7 - Recovery,0.0010293530780141084,0.00018330454122833997,167,0.16528495806954732,0.4748461039631106,165,-99.37722519336516,-0.49068449189029073,1.6239596977587506e-05,True
tenant-cpu,disk_throughput_total,2 - CPU Noise,0.0,0.0,167,67.26294502615916,308.59468549817547,165,-100.0,-0.30918789449655043,0.005727287708384723,True
tenant-cpu,disk_throughput_total,3 - Memory Noise,0.0,0.0,166,67.26294502615916,308.59468549817547,165,-100.0,-0.3087190725521225,0.005727287708384723,True
tenant-cpu,disk_throughput_total,4 - Network Noise,0.0,0.0,164,67.26294502615916,308.59468549817547,165,-100.0,-0.3077792862846817,0.005727287708384723,True
tenant-cpu,disk_throughput_total,5 - Disk Noise,0.0,0.0,164,67.26294502615916,308.59468549817547,165,-100.0,-0.3077792862846817,0.005727287708384723,True
tenant-cpu,disk_throughput_total,6 - Combined Noise,0.0,0.0,164,67.26294502615916,308.59468549817547,165,-100.0,-0.3077792862846817,0.005727287708384723,True
tenant-cpu,disk_throughput_total,7 - Recovery,0.0,0.0,167,67.26294502615916,308.59468549817547,165,-100.0,-0.30918789449655043,0.005727287708384723,True
tenant-cpu,memory_usage,2 - CPU Noise,2225329.8203592813,41558.45897790391,167,2719916.7228915663,1506713.2285750054,166,-18.183898733726142,-0.46474839269311174,3.8981614185655234e-05,True
