tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,0.16360487162873963,0.2162028434236333,-0.04064287395554035
tenant-dsk,0.16360487162873963,1.0,0.06119964610253293,0.026544728733770916
tenant-mem,0.2162028434236333,0.06119964610253293,1.0,-0.04062471441984819
tenant-ntk,-0.04064287395554035,0.026544728733770916,-0.04062471441984819,1.0
