tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1641599.7978794854,481522.97026003426,368855.23964548914,276981.62167715904,9649286.498435993
tenant-dsk,481522.97026003426,1388203.3852734775,155799.93494817603,345078.99827370414,4899878.6655435385
tenant-mem,368855.23964548914,155799.93494817603,1621341.8176565845,418997.82446573104,8819667.804151738
tenant-nsy,276981.62167715904,345078.99827370414,418997.82446573104,1815083.1213297364,9085465.032029107
tenant-ntk,9649286.498435993,4899878.6655435385,8819667.804151738,9085465.032029107,1952290414.9103866
