tenant1,tenant2,correlation,metric,phase,round_id
tenant-cpu,tenant-dsk,0.2954864184766174,cpu_usage,1-Baseline,round-2
tenant-cpu,tenant-mem,0.2584317190181846,cpu_usage,1-Baseline,round-2
tenant-cpu,tenant-ntk,0.1860378730017354,cpu_usage,1-Baseline,round-2
tenant-dsk,tenant-mem,0.2363425752294148,cpu_usage,1-Baseline,round-2
tenant-dsk,tenant-ntk,0.0704114247865715,cpu_usage,1-Baseline,round-2
tenant-mem,tenant-ntk,0.2446641411876994,cpu_usage,1-Baseline,round-2
tenant-cpu,tenant-dsk,0.2702046445648119,cpu_usage,2-CPU-Noise,round-2
tenant-cpu,tenant-mem,0.5745602618555523,cpu_usage,2-CPU-Noise,round-2
tenant-cpu,tenant-nsy,-0.4098371820146509,cpu_usage,2-CPU-Noise,round-2
tenant-cpu,tenant-ntk,0.2779944560634582,cpu_usage,2-CPU-Noise,round-2
tenant-dsk,tenant-mem,0.1165171048847826,cpu_usage,2-CPU-Noise,round-2
tenant-dsk,tenant-nsy,-0.0270999411724665,cpu_usage,2-CPU-Noise,round-2
tenant-dsk,tenant-ntk,0.3744680681928905,cpu_usage,2-CPU-Noise,round-2
tenant-mem,tenant-nsy,-0.4154459143983361,cpu_usage,2-CPU-Noise,round-2
tenant-mem,tenant-ntk,0.2874723123851214,cpu_usage,2-CPU-Noise,round-2
tenant-nsy,tenant-ntk,0.0525839532742682,cpu_usage,2-CPU-Noise,round-2
tenant-cpu,tenant-dsk,0.0569354808219921,cpu_usage,3-Memory-Noise,round-2
tenant-cpu,tenant-mem,0.497874479090547,cpu_usage,3-Memory-Noise,round-2
tenant-cpu,tenant-nsy,-0.2126043692069364,cpu_usage,3-Memory-Noise,round-2
tenant-cpu,tenant-ntk,0.2032145204661953,cpu_usage,3-Memory-Noise,round-2
tenant-dsk,tenant-mem,0.0330527198586324,cpu_usage,3-Memory-Noise,round-2
tenant-dsk,tenant-nsy,0.1315162048186473,cpu_usage,3-Memory-Noise,round-2
tenant-dsk,tenant-ntk,0.3639379844575545,cpu_usage,3-Memory-Noise,round-2
tenant-mem,tenant-nsy,-0.1944948705190223,cpu_usage,3-Memory-Noise,round-2
tenant-mem,tenant-ntk,0.2155421815386958,cpu_usage,3-Memory-Noise,round-2
tenant-nsy,tenant-ntk,0.1991353092989833,cpu_usage,3-Memory-Noise,round-2
tenant-cpu,tenant-dsk,0.0925559452586695,cpu_usage,4-Network-Noise,round-2
tenant-cpu,tenant-mem,0.6344896311570549,cpu_usage,4-Network-Noise,round-2
tenant-cpu,tenant-nsy,-0.5706802720240712,cpu_usage,4-Network-Noise,round-2
tenant-cpu,tenant-ntk,0.3287616514169785,cpu_usage,4-Network-Noise,round-2
tenant-dsk,tenant-mem,0.1369314982234428,cpu_usage,4-Network-Noise,round-2
tenant-dsk,tenant-nsy,0.033327768835748,cpu_usage,4-Network-Noise,round-2
tenant-dsk,tenant-ntk,0.3544897771340163,cpu_usage,4-Network-Noise,round-2
tenant-mem,tenant-nsy,-0.5179109332505999,cpu_usage,4-Network-Noise,round-2
tenant-mem,tenant-ntk,0.3860517273115935,cpu_usage,4-Network-Noise,round-2
tenant-nsy,tenant-ntk,0.0672823510569182,cpu_usage,4-Network-Noise,round-2
tenant-cpu,tenant-dsk,0.1550644415064724,cpu_usage,5-Disk-Noise,round-2
tenant-cpu,tenant-mem,0.3025874296051879,cpu_usage,5-Disk-Noise,round-2
tenant-cpu,tenant-nsy,0.1226635259159313,cpu_usage,5-Disk-Noise,round-2
tenant-cpu,tenant-ntk,0.3268344560269169,cpu_usage,5-Disk-Noise,round-2
tenant-dsk,tenant-mem,0.1164002629410037,cpu_usage,5-Disk-Noise,round-2
tenant-dsk,tenant-nsy,0.2831742200934272,cpu_usage,5-Disk-Noise,round-2
tenant-dsk,tenant-ntk,0.3719023364424284,cpu_usage,5-Disk-Noise,round-2
tenant-mem,tenant-nsy,0.1496268299213281,cpu_usage,5-Disk-Noise,round-2
tenant-mem,tenant-ntk,0.2622096242339723,cpu_usage,5-Disk-Noise,round-2
tenant-nsy,tenant-ntk,0.3862342111220649,cpu_usage,5-Disk-Noise,round-2
tenant-cpu,tenant-dsk,0.2165179324994156,cpu_usage,6-Combined-Noise,round-2
tenant-cpu,tenant-mem,0.6925953994524628,cpu_usage,6-Combined-Noise,round-2
tenant-cpu,tenant-nsy,-0.3684263680308275,cpu_usage,6-Combined-Noise,round-2
tenant-cpu,tenant-ntk,0.3652362933407707,cpu_usage,6-Combined-Noise,round-2
tenant-dsk,tenant-mem,0.1779203667002293,cpu_usage,6-Combined-Noise,round-2
tenant-dsk,tenant-nsy,0.0449486713594844,cpu_usage,6-Combined-Noise,round-2
tenant-dsk,tenant-ntk,0.3251419970154284,cpu_usage,6-Combined-Noise,round-2
tenant-mem,tenant-nsy,-0.2654964709538419,cpu_usage,6-Combined-Noise,round-2
tenant-mem,tenant-ntk,0.424662938004322,cpu_usage,6-Combined-Noise,round-2
tenant-nsy,tenant-ntk,0.1422318789986423,cpu_usage,6-Combined-Noise,round-2
tenant-cpu,tenant-dsk,0.0921194707141976,cpu_usage,7-Recovery,round-2
tenant-cpu,tenant-mem,0.7624578931843272,cpu_usage,7-Recovery,round-2
tenant-cpu,tenant-nsy,-0.7231268659310492,cpu_usage,7-Recovery,round-2
tenant-cpu,tenant-ntk,0.2335447822690865,cpu_usage,7-Recovery,round-2
tenant-dsk,tenant-mem,0.0663518865985612,cpu_usage,7-Recovery,round-2
tenant-dsk,tenant-nsy,0.0878368135606409,cpu_usage,7-Recovery,round-2
tenant-dsk,tenant-ntk,0.3201824091599023,cpu_usage,7-Recovery,round-2
tenant-mem,tenant-nsy,-0.725834304062483,cpu_usage,7-Recovery,round-2
tenant-mem,tenant-ntk,0.1875137563330359,cpu_usage,7-Recovery,round-2
tenant-nsy,tenant-ntk,-0.0243040870882255,cpu_usage,7-Recovery,round-2
tenant-cpu,tenant-dsk,0.0322387799064635,memory_usage,1-Baseline,round-2
tenant-cpu,tenant-mem,0.0499068251446777,memory_usage,1-Baseline,round-2
tenant-cpu,tenant-ntk,0.0181611885147742,memory_usage,1-Baseline,round-2
tenant-dsk,tenant-mem,0.0163029543917279,memory_usage,1-Baseline,round-2
tenant-dsk,tenant-ntk,-0.1063373654245871,memory_usage,1-Baseline,round-2
tenant-mem,tenant-ntk,0.0487769122718054,memory_usage,1-Baseline,round-2
tenant-cpu,tenant-dsk,0.0861941526362637,memory_usage,2-CPU-Noise,round-2
tenant-cpu,tenant-mem,0.0955208897246128,memory_usage,2-CPU-Noise,round-2
tenant-cpu,tenant-nsy,-0.0852252446353494,memory_usage,2-CPU-Noise,round-2
tenant-cpu,tenant-ntk,0.0891051406293498,memory_usage,2-CPU-Noise,round-2
tenant-dsk,tenant-mem,-0.0455247082364797,memory_usage,2-CPU-Noise,round-2
tenant-dsk,tenant-nsy,0.1246329331631098,memory_usage,2-CPU-Noise,round-2
tenant-dsk,tenant-ntk,0.0841080597696787,memory_usage,2-CPU-Noise,round-2
tenant-mem,tenant-nsy,0.054643808743692,memory_usage,2-CPU-Noise,round-2
tenant-mem,tenant-ntk,0.0148952874261831,memory_usage,2-CPU-Noise,round-2
tenant-nsy,tenant-ntk,-0.0946032305406528,memory_usage,2-CPU-Noise,round-2
tenant-cpu,tenant-dsk,-0.0738663909437363,memory_usage,3-Memory-Noise,round-2
tenant-cpu,tenant-mem,0.0605944821184026,memory_usage,3-Memory-Noise,round-2
tenant-cpu,tenant-nsy,-0.171612172500374,memory_usage,3-Memory-Noise,round-2
tenant-cpu,tenant-ntk,0.0812047754407989,memory_usage,3-Memory-Noise,round-2
tenant-dsk,tenant-mem,0.0740661614746355,memory_usage,3-Memory-Noise,round-2
tenant-dsk,tenant-nsy,0.0636302580612258,memory_usage,3-Memory-Noise,round-2
tenant-dsk,tenant-ntk,0.0844912842590138,memory_usage,3-Memory-Noise,round-2
tenant-mem,tenant-nsy,0.1009144934241907,memory_usage,3-Memory-Noise,round-2
tenant-mem,tenant-ntk,0.0778043798197346,memory_usage,3-Memory-Noise,round-2
tenant-nsy,tenant-ntk,0.2031375309731322,memory_usage,3-Memory-Noise,round-2
tenant-cpu,tenant-dsk,0.10462246770504,memory_usage,4-Network-Noise,round-2
tenant-cpu,tenant-mem,-0.1371336303284932,memory_usage,4-Network-Noise,round-2
tenant-cpu,tenant-nsy,-0.1006948731038842,memory_usage,4-Network-Noise,round-2
tenant-cpu,tenant-ntk,0.0307896853051304,memory_usage,4-Network-Noise,round-2
tenant-dsk,tenant-mem,0.0785287426428192,memory_usage,4-Network-Noise,round-2
tenant-dsk,tenant-nsy,-0.0440617416988886,memory_usage,4-Network-Noise,round-2
tenant-dsk,tenant-ntk,0.1368801252143368,memory_usage,4-Network-Noise,round-2
tenant-mem,tenant-nsy,0.1217892796530319,memory_usage,4-Network-Noise,round-2
tenant-mem,tenant-ntk,0.1143086261315542,memory_usage,4-Network-Noise,round-2
tenant-nsy,tenant-ntk,-0.1650974035182864,memory_usage,4-Network-Noise,round-2
tenant-cpu,tenant-dsk,-0.0408280774365268,memory_usage,5-Disk-Noise,round-2
tenant-cpu,tenant-mem,0.1120507066124407,memory_usage,5-Disk-Noise,round-2
tenant-cpu,tenant-nsy,0.0258160456627101,memory_usage,5-Disk-Noise,round-2
tenant-cpu,tenant-ntk,0.0015950493089075,memory_usage,5-Disk-Noise,round-2
tenant-dsk,tenant-mem,-0.0041676711902853,memory_usage,5-Disk-Noise,round-2
tenant-dsk,tenant-nsy,0.0865899835710412,memory_usage,5-Disk-Noise,round-2
tenant-dsk,tenant-ntk,0.0665951654421266,memory_usage,5-Disk-Noise,round-2
tenant-mem,tenant-nsy,-0.0470194735810546,memory_usage,5-Disk-Noise,round-2
tenant-mem,tenant-ntk,-0.0322851471770323,memory_usage,5-Disk-Noise,round-2
tenant-nsy,tenant-ntk,-0.0605679293828835,memory_usage,5-Disk-Noise,round-2
tenant-cpu,tenant-dsk,0.0201907398338354,memory_usage,6-Combined-Noise,round-2
tenant-cpu,tenant-mem,-0.0533480908367463,memory_usage,6-Combined-Noise,round-2
tenant-cpu,tenant-nsy,-0.0437105685288032,memory_usage,6-Combined-Noise,round-2
tenant-cpu,tenant-ntk,0.3874324822638056,memory_usage,6-Combined-Noise,round-2
tenant-dsk,tenant-mem,0.2106344687797622,memory_usage,6-Combined-Noise,round-2
tenant-dsk,tenant-nsy,-0.1128487767506194,memory_usage,6-Combined-Noise,round-2
tenant-dsk,tenant-ntk,-0.0935238200553372,memory_usage,6-Combined-Noise,round-2
tenant-mem,tenant-nsy,-0.165600154455262,memory_usage,6-Combined-Noise,round-2
tenant-mem,tenant-ntk,-0.1648702650171118,memory_usage,6-Combined-Noise,round-2
