tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1951005902.629966,19512336874.537506,497984743.4709695,5931854133.416106,423956597.502343
tenant-dsk,19512336874.537506,4874829096682.095,18523997253.18984,-515708448907.98376,13268045149.334799
tenant-mem,497984743.4709695,18523997253.18984,1644681599.6125116,4100059226.1243544,309223658.21040285
tenant-nsy,5931854133.416106,-515708448907.98376,4100059226.1243544,408429382538.6502,6277556110.149618
tenant-ntk,423956597.502343,13268045149.334799,309223658.21040285,6277556110.149618,1794596476.922523
