,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.21004766583437298,0.3439464359745164,0.28863851753085445,0.05398346057812247
tenant-dsk,0.43058847361291175,,0.050740060459910905,0.35224579216632446,0.15453637210222784
tenant-mem,0.0006605511506210814,0.014255570986388445,,0.2697462013268358,8.623509485997682e-05
tenant-nsy,0.460018989347187,0.4606321436516534,0.008057778378842112,,0.04173870981570784
tenant-ntk,0.7764246158826346,0.24230549215030486,0.416326730733936,0.047446086895328914,
