,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,1.210062205615965e-07,3.1851682324426014e-06,4.1029212826973046e-16,2.4965089191902396e-10
tenant-dsk,4.3269539227500335e-07,,0.00019425468142643656,5.8481431274577585e-05,5.890716824591861e-07
tenant-mem,5.209594479957242e-06,0.01006092255554518,,2.0161152740917093e-15,7.419331983569337e-08
tenant-nsy,4.964852222080115e-17,0.05411239035077162,1.8157885679773698e-10,,1.7978028620179466e-07
tenant-ntk,7.938597900428122e-07,0.0003067641413798374,0.0008013882916711612,1.0303949507433073e-05,
