,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,1.996567055902323e-06,1.0196951588678678e-08,6.640558491929529e-06,0.000699315465598113
tenant-dsk,0.06725469049804575,,0.023598513678923357,6.495768376767354e-07,0.003913007260746255
tenant-mem,0.01238668406289428,0.002246939384328114,,0.1643009031257065,0.3265779670390725
tenant-nsy,0.05415623714923006,0.0011437934557116264,0.11252781511785079,,0.7496822881741764
tenant-ntk,0.003949631580906799,0.09028765339167184,1.2379820153474154e-06,0.006225026722433671,
