,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.043571761311046196,0.8007238184165751,0.9998300092249588
tenant-dsk,0.2820442794305819,,0.6637426981301816,0.022263849192709163
tenant-mem,0.20086324462138413,0.7400437848356552,,0.712133205245906
tenant-ntk,0.997516690950467,0.5488866358388044,0.6577014877343903,
