,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.9860122262632416,0.22366535788614028,1.8289230831585497e-45,0.9924127657711243
tenant-dsk,0.8419597349162853,,0.09798381716935164,0.4152135813813284,0.881546274833383
tenant-mem,0.22336416176875099,0.0007496925842323573,,0.0009287554732152013,0.6488232630099307
tenant-nsy,0.21694157969835573,0.6406540613160467,0.027135886251892824,,0.8853623734440139
tenant-ntk,0.9938107449440808,0.7041362111023695,0.8394312400261428,0.5036084507381502,
