,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.018422148632544485,2.63016812167237e-06,0.00080852079300293
tenant-dsk,0.17360098172024652,,3.4702072479319386e-08,0.0005968333929239008
tenant-mem,0.005904089072252553,0.004250311800709192,,0.007569760269703878
tenant-ntk,0.1781518520110572,0.022963576085287714,4.149589257600658e-06,
