,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.12060958376155503,0.6486841591276853,0.5246786658856537,0.5133114412266465
tenant-dsk,0.6684697074333419,,0.016126798639976524,0.07684986577133118,0.042998271925152654
tenant-mem,0.3293611784744128,0.0009772824897445389,,0.06577806677212758,0.07910487118132152
tenant-nsy,0.15228850224617688,0.010294014313986473,0.0838394496894211,,1.9685002986379898e-06
tenant-ntk,0.9104362438256945,0.028174026641302842,0.027765949170807897,0.04517747763823643,
