,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.35305149006253644,0.00845559787034266,0.13971102830479196,0.12109534221019548
tenant-dsk,0.129449982858965,,0.18052670619223898,0.020734439434413204,0.0077732403232648045
tenant-mem,0.6044115789004469,0.3477521924083141,,0.2847378567769867,0.6225920642531367
tenant-nsy,0.5187269949996081,0.10614982757343354,0.4174693386698425,,0.5155815367596956
tenant-ntk,0.01536775837872613,0.34120017319390766,0.5242394761015488,0.172448372809112,
