,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,2.2838264554385394e-182,0.6530529916570924,
tenant-dsk,1.2510047864855579e-147,,7.972004751965584e-10,
tenant-mem,0.0034447384229687843,4.872059599903876e-06,,
tenant-ntk,,,,
