,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.6815835750602124,0.6544163135058928,0.7296616123631232
tenant-dsk,0.6530598261524709,,0.6029460618345915,0.6215711087102925
tenant-mem,0.6092252062458214,0.685867815636987,,0.7241056971467779
tenant-ntk,0.6794265731731416,0.7282664305958897,0.7999237894913392,
