,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.130768708388906,0.0018402284634207089,0.00015941153242641376
tenant-dsk,0.024326346484441277,,0.10291832653723211,0.03153787788436704
tenant-mem,0.2535419553258001,0.3575866181954094,,0.06821441651778927
tenant-ntk,0.06736896798797257,0.017273823685022043,0.0002312070066607765,
