,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.9524549693340424,0.1907414931392348,0.4544610469133864
tenant-dsk,0.9228731924255194,,0.04732450210364644,0.6502948108246303
tenant-mem,0.8719601499994969,0.29872754504436466,,0.29067219414812007
tenant-ntk,0.6940188743015872,0.8891818176766211,0.2720047310284315,
