,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.002401275098712188,0.00572398107335777,0.0024012750987121886
tenant-dsk,0.005180321044080869,,0.021876608935980674,0.0
tenant-mem,0.009870514150608592,0.020804776049065526,,0.023993366324354476
tenant-ntk,0.005873248872443255,0.0,0.029682625839903574,
