tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant
tenant-cpu,cpu_usage,2 - CPU Noise,0.000979003493175071,0.0001371109705204877,166,0.1709949429603052,0.48773613471418353,164,-99.42746640559872,-0.494478951497138,1.4954307580209023e-05,True
tenant-cpu,cpu_usage,3 - Memory Noise,0.000998324408772701,0.00014113303254500832,167,0.1709949429603052,0.48773613471418353,164,-99.41616729039498,-0.4951758763594428,1.4985893132040374e-05,True
tenant-cpu,cpu_usage,4 - Network Noise,0.0010578807767167848,0.00017217902194612816,164,0.1709949429603052,0.48773613471418353,164,-99.38133797502867,-0.4927403692486571,1.508366306517766e-05,True
tenant-cpu,cpu_usage,5 - Disk Noise,0.0010597742935064762,0.00016398116826024176,163,0.1709949429603052,0.48773613471418353,164,-99.38023062252051,-0.491978573150677,1.5086780076575573e-05,True
tenant-cpu,cpu_usage,6 - Combined Noise,0.001086512378376051,0.0001525795492486399,163,0.1709949429603052,0.48773613471418353,164,-99.36459385314788,-0.49190116754536817,1.5130878212280776e-05,True
tenant-cpu,cpu_usage,7 - Recovery,0.0009953785083282737,0.00015275250900582732,167,0.1709949429603052,0.48773613471418353,164,-99.41789009014181,-0.49518445372726655,1.4981074867059246e-05,True
tenant-cpu,disk_throughput_total,2 - CPU Noise,0.0,0.0,166,1028.4490768097996,4445.250047615881,164,-100.0,-0.32819330473542496,0.0035046700503872496,True
tenant-cpu,disk_throughput_total,3 - Memory Noise,0.0,0.0,167,1028.4490768097996,4445.250047615881,164,-100.0,-0.3286932186652978,0.0035046700503872496,True
tenant-cpu,disk_throughput_total,4 - Network Noise,0.0,0.0,164,1028.4490768097996,4445.250047615881,164,-100.0,-0.3271911854350174,0.0035046700503872496,True
tenant-cpu,disk_throughput_total,5 - Disk Noise,0.0,0.0,163,1028.4490768097996,4445.250047615881,164,-100.0,-0.32668897303548244,0.0035046700503872496,True
tenant-cpu,disk_throughput_total,6 - Combined Noise,0.0,0.0,163,1028.4490768097996,4445.250047615881,164,-100.0,-0.32668897303548244,0.0035046700503872496,True
tenant-cpu,disk_throughput_total,7 - Recovery,0.0,0.0,167,1028.4490768097996,4445.250047615881,164,-100.0,-0.3286932186652978,0.0035046700503872496,True
tenant-cpu,memory_usage,2 - CPU Noise,2954301.686746988,69055.24954269802,166,5476302.946107784,3644007.9481979664,167,-46.05299020488408,-0.9771212066041899,7.159765006563065e-16,True
tenant-cpu,memory_usage,3 - Memory Noise,2950027.497005988,18826.15158380265,167,5476302.946107784,3644007.9481979664,167,-46.131039023276024,-0.980416446621012,6.49228493446592e-16,True
tenant-cpu,memory_usage,4 - Network Noise,2953590.6341463416,38831.07778318777,164,5476302.946107784,3644007.9481979664,167,-46.06597437700976,-0.9745589299237816,7.023202857733711e-16,True
