tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant,round_id
tenant-cpu,cpu_usage,2-CPU-Noise,2.536064691458196,0.25471139816328986,356,3.790301660778304,0.2670476577114628,366,-33.09068991259555,-4.804804853145892,1.0111184436444046e-301,True,round-3
tenant-cpu,cpu_usage,3-Memory-Noise,2.8774928257851187,0.23785913563290687,357,3.790301660778304,0.2670476577114628,366,-24.08274899169235,-3.607131717512225,1.2877330930429812e-228,True,round-3
tenant-cpu,cpu_usage,4-Network-Noise,2.3487997635995113,0.255229329485987,355,3.790301660778304,0.2670476577114628,366,-38.03132378869268,-5.516745399357354,0.0,True,round-3
tenant-cpu,cpu_usage,5-Disk-Noise,3.3719390751935854,0.24928637413765545,359,3.790301660778304,0.2670476577114628,366,-11.037712114418134,-1.6190149864153542,2.1925123962357156e-81,True,round-3
tenant-cpu,cpu_usage,6-Combined-Noise,1.6272154217963812,0.1587539844317592,356,3.790301660778304,0.2670476577114628,366,-57.06897319982054,-9.814093218607042,0.0,True,round-3
tenant-cpu,cpu_usage,7-Recovery,3.725760000128265,0.3899405675771912,252,3.790301660778304,0.2670476577114628,366,-1.70281065799881,-0.19993051202248788,0.022857725163526667,True,round-3
tenant-cpu,disk_io_total,2-CPU-Noise,308333.80734140595,36482.990742686714,356,314646.49212711747,42149.58678303071,366,-2.006278456510232,-0.15998703850464335,0.03161500592974261,True,round-3
tenant-cpu,disk_io_total,3-Memory-Noise,313234.6115286909,37773.30369454835,357,314646.49212711747,42149.58678303071,366,-0.448719637356123,-0.03525420632514861,0.635232570192041,False,round-3
tenant-cpu,disk_io_total,4-Network-Noise,304303.85656705033,38099.13072872876,355,314646.49212711747,42149.58678303071,366,-3.287065268119596,-0.25723873380775436,0.000575293883226673,True,round-3
tenant-cpu,disk_io_total,5-Disk-Noise,297908.8127819529,34929.420928117535,359,314646.49212711747,42149.58678303071,366,-5.31951881364135,-0.432018139302149,8.620529811608147e-09,True,round-3
tenant-cpu,disk_io_total,6-Combined-Noise,300362.1555474749,41980.56561884244,356,314646.49212711747,42149.58678303071,366,-4.539804808588702,-0.33956693960565415,5.958335912794123e-06,True,round-3
tenant-cpu,disk_io_total,7-Recovery,301092.88525387814,39074.09869923063,253,314646.49212711747,42149.58678303071,366,-4.307566495215736,-0.3312106937609132,4.591060334007706e-05,True,round-3
tenant-cpu,memory_usage,2-CPU-Noise,253101044.49438202,49876275.85125618,356,253052894.4262295,50242361.96674196,366,0.019027669397614373,0.0009618049595953391,0.9896936448516271,False,round-3
tenant-cpu,memory_usage,3-Memory-Noise,249949324.5490196,46993875.39592751,357,253052894.4262295,50242361.96674196,366,-1.226451048602671,-0.06377350999276651,0.39115644398566174,False,round-3
tenant-cpu,memory_usage,4-Network-Noise,268168258.34366196,48168964.10264821,355,253052894.4262295,50242361.96674196,366,5.973203330357053,0.3070204276552013,4.155927154114732e-05,True,round-3
tenant-cpu,memory_usage,5-Disk-Noise,268770460.88022286,51055291.456985906,359,253052894.4262295,50242361.96674196,366,6.211178295206328,0.31033851376253757,3.312102489817608e-05,True,round-3
tenant-cpu,memory_usage,6-Combined-Noise,291434104.80898875,46856330.57817669,356,253052894.4262295,50242361.96674196,366,15.167267882781799,0.7896986392349731,1.44174425766655e-24,True,round-3
tenant-cpu,memory_usage,7-Recovery,280670952.72727275,45815220.23239127,253,253052894.4262295,50242361.96674196,366,10.913946810869026,0.5696435168928411,4.093190490766841e-12,True,round-3
tenant-cpu,network_throughput,2-CPU-Noise,11218.465612207565,1556.3357357193445,356,11748.888086255087,1836.1883554485157,366,-4.514661048376639,-0.31128822406477435,3.125645175988627e-05,True,round-3
tenant-cpu,network_throughput,3-Memory-Noise,11413.873624355765,1450.3658805656762,357,11748.888086255087,1836.1883554485157,366,-2.8514567458622064,-0.20218723458070614,0.00657464599611393,True,round-3
